top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	PWM	RBMback	PWMback	top RBM_R	diffRBM_R	top RBM (lin)_R	diffRBM (lin)_R	top PWM_R	diffPWM_R	Normal RBM_R	PWM_R	RBMback_R	PWMback_R	top RBM (negatives)	diffRBM (negatives)	difference of top RBM	diffRBM (negatives,lin)	top RBM (negatives,lin)	difference of top RBM (lin)	difference of normal RBM	Normal RBM + V	diffRBM + V	Top RBM + V	Calis method	top PWM (negatives)	diffPWM (negatives)	Difference of PWM	difference of diffRBM	Deep classifier	Linear classifier
0.643321285540394	0.6055124586485604	0.5891664156697972	0.5801626125752268	0.6173586427211021	0.5832506689389956	0.5996126449669856	0.5831613789154662	0.5204114766315795	0.5564642608071251	0.4297711711711711	0.9079456456456456	0.2946885885885886	0.9081585585585584	0.3943885885885886	0.907368168168168	0.910181981981982	0.90712012012012	0.9074894894894896	0.9106690690690692	0.6033750797051128	0.5411275828404256	0.6490830502337981	0.5627625957305923	0.5659910088756145	0.6490830502337981	0.6559976142844819	0.6208210559550981	0.6282956474366035	0.6312466269807698	0.4894664474394451	0.5560851447037776	0.4735396876613528	0.6063904272576705	0.6490830502337981	0.6763803116579191	0.6016778354280466
0.6389848730666705	0.5788620424092429	0.6188254109524969	0.5627942722041962	0.6512114902874208	0.5693703949497857	0.5964306540910524	0.5624588211589172	0.5130914769073606	0.5383072652239955	0.4347693693693694	0.8867231231231234	0.3363693693693694	0.8888990990990993	0.4393597597597597	0.8938666666666668	0.8932684684684683	0.8913045045045045	0.8936810810810809	0.8956762762762762	0.6202805026537264	0.5174170149588917	0.6600274077628728	0.5336359924364202	0.6010571564594667	0.6600274077628728	0.6969037911442137	0.6425861371062465	0.6451377368058402	0.655890602323132	0.5416156742413422	0.5947072228457757	0.5005913239538425	0.6471429930533938	0.6600274077628728	0.6790003684420343	0.6426296535736381
0.6868372142820196	0.6312419476880918	0.634335719604515	0.6003601661528023	0.6533919405164039	0.5884185785473338	0.6441068805689518	0.5862834352104738	0.5171869267144883	0.5489146188717003	0.468790990990991	0.911575975975976	0.3123405405405405	0.9080267267267268	0.4220744744744744	0.9129177177177176	0.91870990990991	0.9122	0.9076168168168168	0.9130534534534536	0.597968198397383	0.5610663275924084	0.6949924393978945	0.57459409130224	0.5697926955437685	0.6949924393978945	0.6977732011841936	0.6376685308015779	0.6624220396752585	0.6679366451898641	0.5520332661963563	0.5615884121292025	0.4766867601045613	0.6468438004918691	0.6949924393978945	0.6876036370540706	0.635752286189048
0.6009453109724521	0.5841330911211923	0.5787624760023592	0.5667113136370563	0.6027590974750489	0.5667509566955528	0.5991006981662591	0.5642150378278716	0.5239444401154002	0.5443186012440953	0.40883003003003	0.8982750750750752	0.3070159159159159	0.8995219219219219	0.4068906906906906	0.9017303303303305	0.9057813813813812	0.9010066066066066	0.9038588588588587	0.9059675675675676	0.6166849724114258	0.5289903853760316	0.6372411911916613	0.5468591909684688	0.5907831258033855	0.6372411911916613	0.6806253723224827	0.6149665252782759	0.6344567340846179	0.6393712326400658	0.5227293281870309	0.5771893831078098	0.4842893851299107	0.6010742736451824	0.6372411911916613	0.6952831817102203	0.6116477759181622
0.6539344147375945	0.6182780841544091	0.6022035943685407	0.5824688066490198	0.6276236350310425	0.5832259610037388	0.6125078139076259	0.5814817666669518	0.5165069703821762	0.5477038291853106	0.4384678678678678	0.9131453453453454	0.31986006006006	0.9097993993993996	0.4076576576576576	0.9037591591591592	0.9107447447447448	0.9031645645645646	0.9041237237237238	0.9065543543543544	0.5989316952279915	0.5465546678068165	0.672362201485555	0.5604873213374281	0.5518213370065221	0.672362201485555	0.6554801056028976	0.6372526372526373	0.640730188878337	0.6434799471836509	0.5396781396781396	0.552877632613382	0.4776323816442837	0.6208128356276504	0.672362201485555	0.6822350494406126	0.6135724785995178
0.6355119502012101	0.6298975228312376	0.6050377212002125	0.6130271688523481	0.6376363061904704	0.6160104277420484	0.6450923194209242	0.6128548979557017	0.5521014349887616	0.5850999877830212	0.4244738738738738	0.9198582582582584	0.2772795795795796	0.9182822822822824	0.3892018018018018	0.9164234234234234	0.9207291291291292	0.9141555555555556	0.919204204204204	0.919637837837838	0.6085061442387529	0.5710097731765778	0.6583566077011989	0.5912886319773032	0.5959855384295311	0.6583566077011989	0.6935036036019846	0.6332222735209794	0.6566453773970827	0.6624242194956846	0.5451833919160577	0.5862623076281397	0.4412453778551763	0.6413885905971718	0.6583566077011989	0.7309460390025218	0.6478613438856335
0.6525260793975185	0.6226739465622833	0.6118197051622205	0.5947651524452561	0.6440156832611724	0.5992721535094416	0.6195966729971562	0.5969689864823817	0.5383363714553245	0.5688771658481881	0.4346588588588589	0.8954042042042041	0.3235801801801802	0.8926540540540541	0.4372708708708708	0.8984186186186185	0.9007255255255256	0.8957585585585586	0.8907687687687688	0.8951519519519519	0.6283627969139178	0.5496022229083877	0.6837843570115049	0.5690465827901903	0.5974178771445038	0.6837843570115049	0.6966490445555171	0.6424798335787947	0.653457295458389	0.6633915052285746	0.5510614441669662	0.5932415863981342	0.4713394421385791	0.6544414397995589	0.6837843570115049	0.7269984984451264	0.6471698744816081
0.6438915171304841	0.6688732696149132	0.5824191527488721	0.6407559114183037	0.6388245579374732	0.6556304501785749	0.6767732593477604	0.6509359383309516	0.5941580152788797	0.6294212962859731	0.4154306306306305	0.918678078078078	0.2711675675675675	0.9166534534534534	0.3692108108108108	0.9250168168168168	0.9263309309309308	0.9226894894894896	0.9263891891891892	0.9274936936936936	0.6160347433881748	0.6000645547030181	0.6736441475634285	0.621353674271967	0.5864260214209885	0.6736441475634285	0.6719379312737666	0.625664903885454	0.6451006721785396	0.6505225585964163	0.5353714191395496	0.5769810194970825	0.3939451595046149	0.61766753305126	0.6736441475634285	0.698394806611955	0.616742980450514
0.616100174919098	0.6156380159810939	0.577803834021359	0.587716237536333	0.595423430744951	0.6013169009490138	0.6241169124844801	0.60154115541812	0.5423845446871963	0.5818184961922174	0.4178855855855856	0.9133597597597598	0.3030558558558558	0.9145873873873874	0.3890234234234234	0.9195387387387388	0.9198990990990992	0.9183345345345346	0.9250375375375376	0.9256774774774776	0.6233659102090465	0.5497188624528585	0.6597989061872861	0.5639133737662301	0.6112864355495728	0.6597989061872861	0.6865548342855259	0.6231314905832734	0.635188739176723	0.6382056007855998	0.5372127101196716	0.6080319201761608	0.4606081047754362	0.6229665927846083	0.6597989061872861	0.6901933114699037	0.6208398499233028
0.622697258730865	0.5622978368251288	0.6045376860883174	0.5444674225290742	0.6336615115362143	0.5676940672975567	0.5779626072637574	0.5656863254008377	0.4970416614205687	0.5411278083760241	0.4133585585585585	0.8954318318318318	0.3082102102102102	0.9001477477477476	0.4113531531531532	0.9069243243243242	0.9029915915915916	0.9061333333333332	0.9089069069069068	0.910912912912913	0.6265727138050691	0.5075416266892527	0.6558036506563008	0.5241082340075429	0.5869683228921927	0.6558036506563008	0.6758728740676613	0.6252662160671678	0.6571861980268009	0.6698218157377556	0.5458663190621955	0.5763330934361466	0.4917187865330402	0.6411485102999774	0.6558036506563008	0.6863474029771606	0.6338408420819156
