	Unnamed: 0	top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	PWM	RBMback	PWMback	top RBM_R	diffRBM_R	top RBM (lin)_R	diffRBM (lin)_R	top PWM_R	diffPWM_R	Normal RBM_R	PWM_R	RBMback_R	PWMback_R	top RBM (negatives)	diffRBM (negatives)	difference of top RBM	diffRBM (negatives,lin)	top RBM (negatives,lin)	difference of top RBM (lin)	difference of normal RBM	Normal RBM + V	diffRBM + V	Top RBM + V	Calis method	top PWM (negatives)	diffPWM (negatives)	Difference of PWM	difference of diffRBM	Deep classifier	Linear classifier	top RBM_HPP	diffRBM_HPP	backRBM_HPP
0	0	0.6495817480500194	0.6276341987501726	0.6182243512659268	0.6051872441369159	0.6170218358402165	0.5822080285975253	0.620491388543905	0.5866829630505779	0.5442663670234786	0.5558512560700745	0.4770696696696697	0.9270360870870872	0.3813873873873873	0.909796996996997	0.3943885885885886	0.907368168168168	0.9124072072072072	0.9072570570570572	0.9266412237237238	0.9106690690690692	0.5854935898699575	0.5701565898502441	0.6598918393229115	0.5861572732469889	0.5700514518895262	0.6598918393229115	0.6678757532149218	0.6204322484410012	0.5749403670629053	0.6337979116972552	0.4918748069732752	0.572633903049658	0.4591243322096713	0.6180600732023052	0.6598918393229115	0.678034708669282	0.620149690171572	0.62458213775968	0.6314292118010201	0.5770774881197458
1	1	0.6496737437656475	0.5933000834532564	0.643595455411648	0.5812157890932508	0.650619985412108	0.5680144039006183	0.6042278602453657	0.5709911224134419	0.5305984321301609	0.537465255189544	0.5143771771771771	0.9136206921921922	0.4256906906906907	0.8905405405405405	0.4393597597597597	0.8938666666666668	0.8952432432432433	0.892476276276276	0.9145893408408408	0.8956762762762762	0.6327531032126218	0.5319980812322169	0.6810902806526439	0.5488135838245247	0.6056012248572423	0.6810902806526439	0.6907629730386842	0.670333353046701	0.5847050551645737	0.6561003016145248	0.5425611607230862	0.6121986318922861	0.4913885439049553	0.6648004678639252	0.6810902806526439	0.722889191160526	0.6580979228681636	0.6460864328566285	0.6020317764382271	0.5541028186615763
2	2	0.6969923972112156	0.654733508125193	0.6453499451311266	0.617360248651277	0.6498840196870831	0.5887002976718513	0.6578876469467279	0.5922815594588025	0.5349222307646816	0.5505549312989138	0.5209555555555556	0.9343424294294294	0.396021021021021	0.9084972972972972	0.4220744744744744	0.9129177177177176	0.9191345345345344	0.9118336336336332	0.9282855495495496	0.9130534534534536	0.6078354065224962	0.5717993704864602	0.7089124135075995	0.5909081948469258	0.5697557513750073	0.7089124135075995	0.7176322931246344	0.6705961979484956	0.5513566082493873	0.6519867789014397	0.5536729289464519	0.5795007261090412	0.4701243913497743	0.64761041128656	0.7089091279463271	0.7391855750717895	0.6428989164218923	0.6884057044949983	0.670137772534368	0.5756439581286528
3	3	0.637398886851841	0.6147810830524179	0.6027493576727712	0.5899882376906447	0.6013759930608946	0.5643148619078597	0.6252620235114764	0.5692760594292323	0.5449431926455996	0.5424001682207371	0.4984144144144144	0.9236878093093092	0.3727615615615615	0.9000339339339339	0.4068906906906906	0.9017303303303305	0.9093231231231232	0.9005183183183182	0.9246819804804806	0.9059675675675676	0.609931594614308	0.5515668841708229	0.6592281559458802	0.5708334154723651	0.5845867749587661	0.6592281559458802	0.68563749745369	0.6378128675721674	0.604116151162103	0.6394556482083835	0.5306510011105197	0.5872086528541671	0.4743364809010323	0.6137822724255985	0.6592281559458802	0.6937659760416872	0.6172321117616523	0.6307195653171465	0.6232795435423478	0.5592205988278857
4	4	0.6550949198651606	0.629447828572555	0.6206359532398921	0.6024339437906177	0.625038605344951	0.578685906913478	0.6333970732220185	0.5826877205433005	0.5314789625511727	0.5437998173227933	0.5079117117117117	0.933706018018018	0.3888	0.9113135135135136	0.4076576576576576	0.9037591591591592	0.9106870870870872	0.9019285285285286	0.9254075810810812	0.9065543543543544	0.592833533752571	0.5633094801584955	0.6680860291363573	0.5767802813754673	0.5532030936844942	0.6680860291363573	0.671884137967289	0.6554234759924038	0.553695927875359	0.638798535953897	0.543546829104816	0.5608321669590817	0.4703675228839342	0.620445390686091	0.6680860291363573	0.6956387459669735	0.6251108876929447	0.6539526311439108	0.637465298656877	0.5539585053173227
5	5	0.6664235351325067	0.6520327767592539	0.6338044828198001	0.6280153238577747	0.6367417745973545	0.6151884926501994	0.65924129819097	0.6199985543530401	0.5647222715056412	0.5845604904685867	0.4851021021021021	0.9342310450450452	0.3750768768768768	0.920633033033033	0.3892018018018018	0.9164234234234234	0.9210162162162162	0.9156108108108106	0.9378590600600598	0.919637837837838	0.6238558032868755	0.579507297231586	0.6876614031975082	0.6024076593004383	0.5972953259605338	0.6876614031975082	0.6940551054336612	0.6680663157687228	0.5793725892194164	0.6500022998928907	0.5457185851058937	0.5986621194498656	0.432695277334227	0.6564551422319473	0.6876614031975082	0.741248907550877	0.657743082250741	0.6489389942428616	0.64965133118784	0.5863653708957577
6	6	0.6728172373686597	0.6426097870299183	0.6382005638023144	0.6162727278701021	0.6448505398177169	0.5983664189353468	0.6365183564308291	0.6023813748102589	0.557664885892457	0.568080115126067	0.50533993993994	0.9210707627627628	0.4107972972972973	0.8952924924924924	0.4372708708708708	0.8984186186186185	0.9027417417417416	0.8970762762762764	0.9117713888888888	0.8951519519519519	0.6295529665332729	0.5689277899343546	0.7012504846202877	0.5884374527700567	0.5979097259184787	0.7012504846202877	0.6898561581274929	0.6761487964989059	0.6109698319763965	0.6736649121769471	0.5517311622344445	0.6094190470558085	0.4565550232946294	0.6634731011098626	0.7012504846202876	0.7337184011144624	0.6606278050479364	0.6699240303466076	0.6313572045989546	0.5625206735778634
7	7	0.6734940629907809	0.6897050223089609	0.6338044828198002	0.6634928144774972	0.6421892351870471	0.6546283701644753	0.697642938343157	0.6587681773677397	0.607999684586118	0.6276999099756211	0.4997135135135135	0.9445359189189192	0.356793993993994	0.9181096096096096	0.3692108108108108	0.9250168168168168	0.9284126126126124	0.9234276276276276	0.9447186006006004	0.9274936936936936	0.6152016348952891	0.61516220816002	0.6909206799797609	0.6378128675721674	0.5968287762598484	0.6909206799797609	0.6982540527398295	0.6723178320552501	0.576655430047115	0.6605818071901224	0.53487951846814	0.5944434587760627	0.3884190536269311	0.6556337519138394	0.6909173944184885	0.7174023038355644	0.6474789888356628	0.649775503441324	0.6634628132686966	0.604093192789624
8	8	0.6577299400056511	0.6399813380119725	0.6007451652965876	0.6060743456804726	0.5972296147350853	0.5985898371018721	0.6455996477878316	0.6025390817513356	0.5606481755278254	0.5778316609826457	0.5058432432432433	0.9390137822822824	0.3925393393393394	0.9152594594594594	0.3890234234234234	0.9195387387387388	0.923661861861862	0.9179423423423424	0.944883018018018	0.9256774774774776	0.6381742793121349	0.5636117517955592	0.7009284996155893	0.5835748220868571	0.6103258619669998	0.7009284996155893	0.7048054619170593	0.6390088118753328	0.5795204394766758	0.6356312548872725	0.5383983545909147	0.6218778954008712	0.4484134024615425	0.6320565642228663	0.7009284996155893	0.7192225047804918	0.6346981554859017	0.6510105745584318	0.6636067529377967	0.602999296145481
9	9	0.6422746597801301	0.5834236862683252	0.625235739021297	0.5702814411785966	0.6354538345785611	0.5695126198408473	0.599273233846538	0.5739481275586309	0.5228313652821311	0.5425513040392691	0.4913171171171172	0.9218987252252252	0.3941561561561562	0.900930930930931	0.4113531531531532	0.9069243243243242	0.907721921921922	0.9058216216216216	0.9300677342342344	0.910912912912913	0.6182243512659268	0.5336342907458881	0.6694856782384135	0.5504432222156511	0.5908819103567462	0.6694856782384135	0.691788068155683	0.6626057129339404	0.5858024326295661	0.6541913905152417	0.5479659090162372	0.5972033302449058	0.4758478390863512	0.6530710141213423	0.6694856782384135	0.7135713393919083	0.6515268003232992	0.6288438655170028	0.600774658487067	0.567866246117702
