Model,Partition,WeightDecay,AUC_Train,AUC_Valid,AUC_Tests
18,1,0.005,0.9999999999999999,0.7213204243485426,0.6899678672107558
18,1,0.01,1.0,0.6993305180760121,0.6915712211117027
18,1,0.05,1.0,0.7093006488824802,0.7121585480447625
18,1,0.1,1.0,0.6908538469461325,0.7077230403269791
18,1,0.5,1.0,0.7098568338654856,0.7099835064824124
19,1,0.001,1.0,0.7106293130085487,0.6955336080062557
19,1,0.005,1.0,0.7163765578329385,0.6873591315604445
19,1,0.01,1.0,0.705654547327222,0.6911966671266452
19,1,0.05,1.0,0.689566381707694,0.6797169160407673
19,1,0.1,1.0,0.707292203110516,0.6882330908589116
19,1,0.5,1.0,0.7064785250798229,0.7137421885780748
20,1,0.001,1.0,0.7094242455453703,0.6986943179503353
20,1,0.005,1.0,0.7116695849212071,0.7036883710844324
20,1,0.01,1.0,0.7066433206303431,0.7091358316741249
20,1,0.05,1.0,0.7060562364816151,0.6869517219626629
20,1,0.1,1.0,0.7117107838088372,0.7055874254998982
20,1,0.5,1.0,0.7230404779070965,0.6892121881180963
21,1,0.001,1.0,0.7131012462663507,0.6986023222347073
21,1,0.005,1.0,0.710289422185601,0.7112977309913853
21,1,0.01,1.0,0.7260067978164588,0.7045097614025403
21,1,0.05,1.0,0.6695643217633125,0.686077762664196
21,1,0.1,1.0,0.7348851581007313,0.6971698175199269
21,1,0.5,1.0,0.7106293130085488,0.7021507284089341
22,1,0.001,1.0,0.6998867030590175,0.6847898226454026
22,1,0.005,1.0,0.7060871356473376,0.6938316872671358
22,1,0.01,1.0,0.6965392934390772,0.6898101602696789
22,1,0.05,1.0,0.6729220311051601,0.6454419408467549
22,1,0.1,1.0,0.7013904624575136,0.7013950493162747
22,1,0.5,1.0,0.7166649500463487,0.695763597295326
0,2,0.001,0.7299701027075091,0.6304253785147801,0.6039518730984814
0,2,0.005,0.6939103596695834,0.6532186630960963,0.6171861139038383
0,2,0.01,0.6411026559620614,0.6143166134514367,0.6049046858674867
0,2,0.05,0.7307098029613784,0.6292718096611393,0.6015994112274199
0,2,0.1,0.7304552893722857,0.6331960037079,0.6025259395062459
0,2,0.5,0.725066044665524,0.6361417241734473,0.6155301910225324
1,2,0.001,0.7875855358960812,0.6123390668451951,0.6280284661028643
1,2,0.005,0.8137475998402042,0.6398290246163354,0.6286461516220816
1,2,0.01,0.8062281730434671,0.6040065918220208,0.6101878683935577
1,2,0.05,0.8100001288676401,0.6482026985271399,0.6055815114896077
1,2,0.1,0.7988459902833799,0.678689875373365,0.6354998324363751
1,2,0.5,0.7714432531347054,0.6681738593057986,0.6492071940649622
2,2,0.001,0.9176555110246264,0.6482129982490472,0.6405595967959207
2,2,0.005,0.91491771801183,0.6274384591616027,0.662822559977921
2,2,0.01,0.916348793154551,0.6522195900710681,0.6113443859614538
2,2,0.05,0.9045889766620704,0.6513956123184674,0.6525321820726635
2,2,0.1,0.8967844302117296,0.6431146359048305,0.6510668217451586
2,2,0.5,0.8143236381912138,0.6642393655371305,0.661028643523173
3,2,0.001,0.9985592597842756,0.6194355752394686,0.6610417857682627
3,2,0.005,0.9981513937035271,0.6162632608919559,0.651349380014588
3,2,0.01,0.9992493459967268,0.6363786177773201,0.6186383319862532
3,2,0.05,0.9922956481397956,0.6368936038726953,0.6625071460957676
3,2,0.1,0.9859965978943028,0.6646616541353383,0.6737109100347614
3,2,0.5,0.8921635588087476,0.6708517870017509,0.6497788817263652
4,2,0.001,1.0,0.6938407662993099,0.6858017755173116
4,2,0.005,1.0,0.6514162117622824,0.6565537090701206
4,2,0.01,1.0,0.6540529405706045,0.6428594896866232
4,2,0.05,0.9999999999999999,0.658193428777423,0.6821548025049119
4,2,0.1,0.9999967783089989,0.6657328252137192,0.6813596966769833
4,2,0.5,0.9563254681117024,0.6833041507879287,0.6879439614669375
5,2,0.001,1.0,0.690338860850757,0.696440422917447
5,2,0.005,1.0,0.6742197960655061,0.709661521477714
5,2,0.01,1.0,0.683633741888969,0.680794580138125
5,2,0.05,1.0,0.6928004943866516,0.703852649148054
5,2,0.1,1.0,0.7244927386960552,0.7163312108607514
5,2,0.5,0.9997145581772962,0.6985683386548563,0.7095958102522654
6,2,0.001,1.0,0.7073746008857761,0.70719735052339
6,2,0.005,0.9999999999999999,0.7075084972705736,0.7043849100741879
6,2,0.01,1.0,0.7055412503862395,0.7034978085306313
6,2,0.05,1.0,0.6979915542280357,0.7101215000558545
6,2,0.1,1.0,0.6929755896590792,0.7072302061361142
6,2,0.5,1.0,0.70925944999485,0.726463881824932
7,2,0.001,1.0,0.7180863116695848,0.7174285883257437
7,2,0.005,1.0,0.7053558553919044,0.709904653011874
7,2,0.01,1.0,0.6969821814810999,0.7307876804594529
7,2,0.05,1.0,0.7084972705736944,0.7330547177374311
7,2,0.1,1.0,0.716829745596869,0.7205367292894646
7,2,0.5,1.0,0.7140179215161191,0.7213186928723034
8,2,0.001,1.0,0.6728293336079926,0.6419066769176178
8,2,0.005,1.0,0.6373261921928108,0.6437860179654491
8,2,0.01,1.0,0.6615305386754557,0.6359663821370605
8,2,0.05,1.0,0.6294675043773819,0.6336664892463579
8,2,0.1,1.0,0.6478731074260995,0.6476432668992844
8,2,0.5,0.9999987113235996,0.676969821814811,0.6908615398768572
9,2,0.001,1.0,0.6806468225357916,0.7056137099900776
9,2,0.005,1.0,0.6717272633638891,0.680742011157766
9,2,0.01,0.9999999999999999,0.680636522813884,0.6932140017479187
9,2,0.05,1.0,0.6868987537336493,0.7071644949106657
9,2,0.1,1.0,0.687825728705325,0.7131376453039473
9,2,0.5,1.0,0.6642187660933155,0.6920509130574776
10,2,0.001,1.0,0.7005355855391904,0.7006590835912498
10,2,0.005,1.0,0.7023689360387269,0.7090635493261314
10,2,0.01,1.0,0.7003707899886703,0.721239839401765
10,2,0.05,1.0,0.7008033783087857,0.6987666002983288
10,2,0.1,1.0,0.6967143887115048,0.710246351384207
10,2,0.5,1.0,0.6962509012256669,0.7199059015251577
11,2,0.001,1.0,0.7047172726336388,0.723368883106301
11,2,0.005,1.0,0.7087959625090122,0.709760088315887
11,2,0.01,0.9999999999999999,0.711463590483057,0.7072302061361142
11,2,0.05,1.0,0.6986507364301164,0.7107720411877961
11,2,0.1,1.0,0.7026161293645072,0.7115277202804556
11,2,0.5,1.0,0.6984756411576888,0.7211149880734127
12,2,0.001,1.0,0.6711092800494387,0.7180594160900506
12,2,0.005,1.0,0.677742300957874,0.6983460484554577
12,2,0.01,1.0,0.6850345040683901,0.6911703826364659
12,2,0.05,1.0,0.6818827891646925,0.6884302245352573
12,2,0.1,1.0,0.6880214234215677,0.6941339589041995
12,2,0.5,1.0,0.7050262642908642,0.7012570557428326
13,2,0.001,0.9999999999999999,0.7064579256360078,0.7019273102424086
13,2,0.005,1.0,0.7080543825316716,0.6948502112615899
13,2,0.01,1.0,0.688392213410238,0.710680045472168
13,2,0.05,1.0,0.6853846946132455,0.6822139426078158
13,2,0.1,1.0,0.6973632711916778,0.7087349931988882
13,2,0.5,1.0,0.7017303532804615,0.7150169863517785
14,2,0.001,1.0,0.684200226593882,0.7215092554261044
14,2,0.005,1.0,0.7067875167370481,0.7171460300563145
14,2,0.01,1.0,0.708322175301267,0.7303277018813124
14,2,0.05,1.0,0.7005767844268205,0.7069016500088711
14,2,0.1,1.0,0.6973323720259553,0.7176388642471794
14,2,0.5,1.0,0.7101555258008034,0.7377333569893745
15,2,0.001,1.0,0.6647852507982285,0.6845204066210631
15,2,0.005,1.0,0.6755484601915749,0.6755771088375027
15,2,0.01,1.0,0.6814399011226697,0.6923860403072657
15,2,0.05,1.0,0.6717787619734268,0.6869977198204769
15,2,0.1,1.0,0.7017303532804614,0.7080515964542222
15,2,0.5,0.9999999999999999,0.678246987331342,0.6788889546001142
16,2,0.001,1.0,0.690380059738387,0.6968018346574145
16,2,0.005,1.0,0.7005149860953753,0.7163114974931167
16,2,0.01,1.0,0.6997219075084974,0.6990688719353928
16,2,0.05,1.0,0.6835616438356164,0.7124936752945505
16,2,0.1,1.0,0.6910907405500052,0.6972486709904654
16,2,0.5,1.0,0.6881038211968278,0.7216603912446363
17,2,0.001,1.0,0.6742300957874138,0.7026829893350681
17,2,0.005,1.0,0.6796065506231331,0.6908812532444917
17,2,0.01,1.0,0.7065403234112678,0.7147212858372596
17,2,0.05,1.0,0.7021629416005768,0.6926948830668743
17,2,0.1,1.0,0.6966010917705222,0.6988520248914122
17,2,0.5,0.999793811775925,0.6604799670408898,0.6889624854613914
18,2,0.001,1.0,0.7226799876403337,0.6843364151898068
18,2,0.005,1.0,0.693861365743125,0.7099440797471432
18,2,0.01,1.0,0.7209805335255949,0.7127959469316143
18,2,0.05,1.0,0.6892985889380987,0.7087481354439779
18,2,0.1,1.0,0.7075702956020188,0.708892700139965
18,2,0.5,1.0,0.7017509527242765,0.7315236461844776
19,2,0.001,1.0,0.683592543001339,0.7072696328713834
19,2,0.005,1.0,0.6931712843753218,0.6887324961723211
19,2,0.01,1.0,0.6922752085693686,0.7164166354538346
19,2,0.05,1.0,0.7189411885879082,0.6888047785203146
19,2,0.1,1.0,0.7001647955505201,0.6981751992692911
19,2,0.5,1.0,0.7075702956020188,0.7130456495883193
20,2,0.001,1.0,0.6869090534555568,0.7203527378582083
20,2,0.005,1.0,0.7034710062828304,0.7226526307489108
20,2,0.01,1.0,0.6933875785353796,0.7145044387932791
20,2,0.05,1.0,0.6994953136265321,0.724341409242941
20,2,0.1,1.0,0.6925430013389638,0.6882922309618152
20,2,0.5,1.0,0.7128540529405707,0.7111597374179431
21,2,0.001,0.9999999999999999,0.6785971778761974,0.7009613552283136
21,2,0.005,1.0,0.6967555875991349,0.7197941924418948
21,2,0.01,1.0,0.6738593057987434,0.7136699062300812
21,2,0.05,1.0,0.7053558553919045,0.695855593010954
21,2,0.1,1.0,0.7004943866515605,0.7131245030588576
21,2,0.5,1.0,0.6946338448861881,0.7148132815528876
22,2,0.001,1.0,0.696250901225667,0.6929445857235791
22,2,0.005,1.0,0.686630960964054,0.7039052181284128
22,2,0.01,1.0,0.6990524255845093,0.6964075673047225
22,2,0.05,1.0,0.677495107632094,0.7073353440968322
22,2,0.1,1.0,0.7104130188484911,0.7037935090451501
22,2,0.5,0.9852485212438303,0.6823771758162529,0.6729355175744671
0,3,0.001,0.7427689145478679,0.6214028221238027,0.6098921678790388
0,3,0.005,0.7091064317839147,0.6239674528787723,0.5766488589245701
0,3,0.01,0.735799430405031,0.6244515398084252,0.5983467055677121
0,3,0.05,0.6844253791930308,0.5944381501699454,0.5874912111235961
0,3,0.1,0.7411158648951662,0.6222473993202184,0.6085385166347967
0,3,0.5,0.7148165569143933,0.6237305592748996,0.6019542518448426
1,3,0.001,0.8202947202927874,0.6489030796168503,0.6250648898351305
1,3,0.005,0.8057120581450793,0.6139664229065815,0.621411345700186
1,3,0.01,0.8208262993079808,0.6342259758986507,0.6091102042961999
1,3,0.05,0.8152766143893606,0.625481511999176,0.6051543885241916
1,3,0.1,0.8189938014665138,0.6255330106087136,0.6495686058049297
1,3,0.5,0.7660588409644454,0.6243382428674425,0.6278247613039735
2,3,0.001,0.9160749494194513,0.647924606035637,0.6181060710601192
2,3,0.005,0.9090864572997075,0.6629827994644144,0.6183032047364652
2,3,0.01,0.9202953646309876,0.6512205170460398,0.6142488221262838
2,3,0.05,0.9070625910127709,0.6390050468637347,0.6003180423311715
2,3,0.1,0.9152656606399566,0.641157688742404,0.6416241186481886
2,3,0.5,0.8235666696735783,0.6497167576475436,0.6465064626990229
3,3,0.001,0.9986552661761106,0.6129261509939231,0.637832580939802
3,3,0.005,0.9841982499774482,0.6066330209084354,0.6346620143119048
3,3,0.01,0.9988260157991727,0.6214749201771552,0.6335153534278262
3,3,0.05,0.9949303470405547,0.5988567308682665,0.6459873440179785
3,3,0.1,0.9894193224139487,0.6356988361314245,0.6524139018668559
3,3,0.5,0.8899760306189511,0.6492738696055207,0.648050676497066
4,3,0.001,1.0,0.6280255433103307,0.6444365590973906
4,3,0.005,1.0,0.6485734885158101,0.6382597039052181
4,3,0.01,1.0,0.6636728808322175,0.6748082874997536
4,3,0.05,1.0,0.6607889586981152,0.6562580085556016
4,3,0.1,0.9999826028685936,0.6551344113708929,0.6496737437656475
