Model,Partition,WeightDecay,AUC_Train,AUC_Valid,AUC_Tests
9,13,0.005,1.0,0.6836646410546915,0.6777981482576669
9,13,0.01,1.0,0.7008239777526006,0.6927474520472332
9,13,0.05,1.0,0.6718920589144093,0.6826804923085011
9,13,0.1,1.0,0.6731589247090329,0.6793555043007997
9,13,0.5,1.0,0.7134617365331135,0.7143927297100164
10,13,0.001,1.0,0.7106602121742713,0.7161800750422195
10,13,0.005,1.0,0.7026573282521371,0.7028144117859654
10,13,0.01,1.0,0.6888660006179833,0.6954416122906277
10,13,0.05,1.0,0.6866824595735914,0.7046411838534377
10,13,0.1,1.0,0.6901122669687918,0.7068950788863261
10,13,0.5,1.0,0.7071583067257184,0.7275744015350142
11,13,0.001,1.0,0.7268925739005047,0.7213515484850277
11,13,0.005,1.0,0.7180451127819549,0.7122439726378457
11,13,0.01,1.0,0.6943454526727779,0.724959094762158
11,13,0.05,1.0,0.7185703985992378,0.7152009777830346
11,13,0.1,1.0,0.6906787516737048,0.7134727725537354
11,13,0.5,1.0,0.7144299103924193,0.7263324593740348
12,13,0.001,0.9999999999999999,0.670367700072098,0.6969332571083118
12,13,0.005,1.0,0.6922855082912762,0.6960264421971205
12,13,0.01,1.0,0.679905242558451,0.6874379850309829
12,13,0.05,1.0,0.6817179936141724,0.7019075968747741
12,13,0.1,1.0,0.6783602842723246,0.6753799751611568
12,13,0.5,1.0,0.6910186424966527,0.7004948055276283
13,13,0.001,1.0,0.6863116695849213,0.6875825497269697
13,13,0.005,1.0,0.6884437120197755,0.7267201556041818
13,13,0.01,1.0,0.6788443712019776,0.6961250090352935
13,13,0.05,1.0,0.6920383149654958,0.7151418376801308
13,13,0.1,1.0,0.6914615305386754,0.7293748891123071
13,13,0.5,1.0,0.7218251107220106,0.728119804706238
14,13,0.001,1.0,0.6993511175198269,0.7222912190089433
14,13,0.005,1.0,0.6911113399938201,0.7311885189346896
14,13,0.01,1.0,0.7059841384282625,0.7241639889342297
14,13,0.05,1.0,0.7025131321454321,0.7130259362206846
14,13,0.1,1.0,0.7032444124008652,0.7210032789901499
14,13,0.5,1.0,0.7095478422082603,0.7498899336973736
15,13,0.001,1.0,0.6700587084148728,0.6724098277708781
15,13,0.005,1.0,0.6695849212071273,0.6873722738055342
15,13,0.01,1.0,0.67259244000412,0.693923682982764
15,13,0.05,1.0,0.6804099289319189,0.6796249203251391
15,13,0.1,1.0,0.6969718817591926,0.7297231586071848
15,13,0.5,1.0,0.694530847667113,0.7105683363889053
16,13,0.001,1.0,0.6952724276444537,0.7213318351173932
16,13,0.005,1.0,0.6803790297661962,0.6917749259105934
16,13,0.01,1.0,0.7074569986610361,0.7064088158180062
16,13,0.05,1.0,0.6895766814296014,0.7213778329752072
16,13,0.1,1.0,0.7004737872077453,0.7286257811421926
16,13,0.5,1.0,0.7004634874858379,0.7276598261280975
17,13,0.001,1.0,0.6912967349881554,0.7140050334798693
17,13,0.005,1.0,0.6910083427747451,0.7096943770904384
17,13,0.01,1.0,0.6864970645792565,0.7147672836950738
17,13,0.05,1.0,0.7076732928210938,0.6997785531702381
17,13,0.1,1.0,0.6801215367185085,0.7162063595323989
17,13,0.5,1.0,0.7002574930476876,0.7226854863616351
18,13,0.001,1.0,0.7017200535585539,0.7138341842937028
18,13,0.005,1.0,0.7127407559995881,0.7149972729841438
18,13,0.01,1.0,0.7077247914306314,0.7063496757151024
18,13,0.05,1.0,0.7113193943763518,0.7154375381946498
18,13,0.1,1.0,0.701611906478525,0.7274824058193861
18,13,0.5,1.0,0.6992481203007519,0.737996201891169
19,13,0.001,1.0,0.7068390153465856,0.7234740210670189
19,13,0.005,1.0,0.7148521989906272,0.7060671174456733
19,13,0.01,1.0,0.6802348336594913,0.7077887515524277
19,13,0.05,1.0,0.708528169739417,0.7292106110486855
19,13,0.1,1.0,0.6957565145741065,0.7119088453880575
19,13,0.5,1.0,0.70607683592543,0.7271801341823223
20,13,0.001,1.0,0.705530950664332,0.7181776962958583
20,13,0.005,1.0,0.7042125862601711,0.7217655292053541
20,13,0.01,1.0,0.7082397775260068,0.7177702866980765
20,13,0.05,0.8378857974973904,0.5879390256463075,0.6262214074030267
20,13,0.1,1.0,0.6924503038417963,0.7177702866980766
20,13,0.5,0.9999999999999999,0.701194767741271,0.7162195017774886
21,13,0.001,1.0,0.6910598413842826,0.7139656067446002
21,13,0.005,1.0,0.6845504171387373,0.7197087678488115
21,13,0.01,1.0,0.7035534040580904,0.7128945137697873
21,13,0.05,1.0,0.7025646307549696,0.7149775596165092
21,13,0.1,1.0,0.6789370686991452,0.7361365742109724
21,13,0.5,1.0,0.7001647955505202,0.7439364966717263
22,13,0.001,1.0,0.713430837367391,0.7163574953509309
22,13,0.005,1.0,0.6989082294778042,0.7016053252377104
22,13,0.01,1.0,0.6842620249253271,0.7072302061361142
22,13,0.05,1.0,0.6829333607992585,0.7011124910468456
22,13,0.1,1.0,0.6420949634359872,0.6805843042166894
22,13,0.5,0.9967892627482313,0.6738902049644659,0.7040957806822139
0,14,0.001,0.69967042101058,0.6138943248532289,0.5969273430980215
0,14,0.005,0.7354534207915049,0.6261715933669791,0.6240266524730419
0,14,0.01,0.7080877330893438,0.6199608610567515,0.6173503919674598
0,14,0.05,0.735090658384773,0.6253373158924709,0.6241777882915739
0,14,0.1,0.7311514967976391,0.6204243485425893,0.6162333011348329
0,14,0.5,0.728255518756685,0.6348130600473787,0.6260965560746743
1,14,0.001,0.7941358780396655,0.6161911628386033,0.6414992673198363
1,14,0.005,0.8083596438098429,0.6191368833041508,0.6486815042613729
1,14,0.01,0.8178230389566875,0.6279740447007931,0.6482018123155979
1,14,0.05,0.8028666606528435,0.6425481511999176,0.6378982921652505
1,14,0.1,0.7729655021327595,0.6238953548254197,0.6281664596763066
1,14,0.5,0.7487068132321293,0.6385518590998043,0.6347441533437157
2,14,0.001,0.9083061637392235,0.6339581831290555,0.6289812788718696
2,14,0.005,0.9220537635794276,0.6368524049850655,0.6239346567574138
2,14,0.01,0.9103467828193663,0.6313317540426409,0.6328648122958845
2,14,0.05,0.9047681026817356,0.6259038005973839,0.6360649489752335
2,14,0.1,0.8873619505405997,0.6463487485837882,0.636518356430829
2,14,0.5,0.79703282258792,0.637573385518591,0.6387262536059035
3,14,0.001,0.9961526566063996,0.6010505716345658,0.6518487853279976
3,14,0.005,0.9985470173584712,0.6260479967040891,0.6351909896767665
3,14,0.01,0.9930707869946778,0.670161705633948,0.6594318607447709
3,14,0.05,0.9891628758102553,0.6471624266144814,0.642918629789527
3,14,0.1,0.9841131973350172,0.6058502420434648,0.6685722922046773
3,14,0.5,0.9060844856248147,0.669131733443197,0.6626845664044789
4,14,0.001,1.0,0.6715933669790916,0.6642419224476118
4,14,0.005,1.0,0.640673601812751,0.621411345700186
4,14,0.01,1.0,0.6283242352456484,0.6778638594831153
4,14,0.05,1.0,0.6566175713255742,0.6470847214829709
4,14,0.1,1.0,0.6428159439695128,0.6845795467239668
4,14,0.5,0.9732947589530792,0.6877639303738798,0.6724886812414165
5,14,0.001,1.0,0.6743433927283964,0.6634665299873177
5,14,0.005,1.0,0.6523328870120506,0.695711028314967
5,14,0.01,1.0,0.6859717787619735,0.6751302725044519
5,14,0.05,1.0,0.6821093830466578,0.7032743903641059
5,14,0.1,1.0,0.6938922649088475,0.6914200852931707
5,14,0.5,0.9998228069949354,0.6970285302296839,0.6800586144131002
6,14,0.001,1.0,0.7002471933257801,0.6971369619072026
6,14,0.005,1.0,0.6970130806468224,0.7023018642274661
6,14,0.01,1.0,0.684220826037697,0.707775609307338
6,14,0.05,1.0,0.6989906272530644,0.6911506692688313
6,14,0.1,1.0,0.7051807601194767,0.6924780360228938
6,14,0.5,1.0,0.700628283036358,0.7102134957714825
7,14,0.001,1.0,0.7037799979400556,0.7109428903739626
7,14,0.005,1.0,0.7075187969924812,0.7138670399064272
7,14,0.01,1.0,0.7056339478834073,0.7142547361365743
7,14,0.05,1.0,0.7050056648470491,0.700264816238558
7,14,0.1,1.0,0.7014934596765888,0.7046806105887069
7,14,0.5,1.0,0.7038005973838707,0.6983920463132717
8,14,0.001,1.0,0.6420640642702647,0.6535507060671173
8,14,0.005,0.9999999999999999,0.6757235554640025,0.667034649529179
8,14,0.01,1.0,0.6101246266350808,0.6440685762348782
8,14,0.05,1.0,0.6653929343907714,0.6872474224771818
8,14,0.1,1.0,0.6742094963435987,0.6550489220073465
8,14,0.5,0.9999993556617996,0.6473890204964466,0.6754588286316952
9,14,0.001,1.0,0.6865279637449788,0.6775747300911416
9,14,0.005,1.0,0.6650633432897313,0.6869977198204769
9,14,0.01,1.0,0.6618292306107736,0.6787246765364926
9,14,0.05,1.0,0.6782572870532496,0.6727712395108456
9,14,0.1,1.0,0.6522813884025132,0.7053771495784624
9,14,0.5,1.0,0.6794623545164281,0.6924911782679835
10,14,0.001,1.0,0.6779482953960243,0.6894356062846216
10,14,0.005,1.0,0.6780821917808219,0.6951919096339227
10,14,0.01,0.9999999999999999,0.6728911319394377,0.6881082395305589
10,14,0.05,1.0,0.6901637655783294,0.6780215664241924
10,14,0.1,1.0,0.7004428880420228,0.6894487485297113
10,14,0.5,1.0,0.6935008754763622,0.7025778513743504
11,14,0.001,1.0,0.6954475229168813,0.7169291830123341
11,14,0.005,1.0,0.7003707899886703,0.6982277682496502
11,14,0.01,1.0,0.6971984756411577,0.7040037849665859
11,14,0.05,1.0,0.698197548666186,0.7123688239661982
11,14,0.1,1.0,0.6958698115150891,0.7039380737411373
11,14,0.5,1.0,0.6977134617365333,0.7045360458927199
12,14,0.001,1.0,0.6645277577505408,0.6577233688831063
12,14,0.005,1.0,0.6496446595941909,0.6568362673395496
12,14,0.01,1.0,0.6695334225975899,0.6720221315407311
12,14,0.05,1.0,0.6735606138634257,0.6802426058443563
12,14,0.1,1.0,0.6702750025749304,0.664761041128656
12,14,0.5,1.0,0.6775672056854465,0.6857492065369528
13,14,0.001,1.0,0.6929961891028942,0.6943705193158147
13,14,0.005,1.0,0.6750540735400145,0.6832390377248145
13,14,0.01,1.0,0.6869502523431869,0.6920574841800224
13,14,0.05,1.0,0.6878360284272325,0.683751585283314
13,14,0.1,1.0,0.6806056236481615,0.683022190680834
13,14,0.5,1.0,0.6954475229168813,0.7090241225908621
14,14,0.001,0.9999999999999999,0.6928210938304665,0.6921166242829262
14,14,0.005,1.0,0.6956741167988465,0.6893436105689934
14,14,0.01,1.0,0.689648779482954,0.7067767986805187
14,14,0.05,1.0,0.7089195591719023,0.700606514610891
14,14,0.1,1.0,0.7008342774745082,0.7166006268850909
14,14,0.5,1.0,0.7141312184571017,0.7030706855652151
15,14,0.001,1.0,0.6792048614687403,0.6654181533831424
15,14,0.005,1.0,0.6481306004737872,0.6704647754975982
15,14,0.01,1.0,0.6693892264908847,0.6538529777041812
15,14,0.05,1.0,0.6657122257699042,0.687043717678291
15,14,0.1,1.0,0.6587290143166135,0.6748477142350227
15,14,0.5,1.0,0.6700896075805953,0.6932205728704635
16,14,0.001,0.9999999999999999,0.6899886703059016,0.6933979931791748
16,14,0.005,1.0,0.6917602224739933,0.6797694850211261
16,14,0.01,0.9999999999999999,0.6838706354928417,0.6859660535809332
16,14,0.05,1.0,0.6775569059635389,0.6802426058443564
16,14,0.1,1.0,0.6876197342671747,0.6764510681359697
16,14,0.5,1.0,0.6981254506128334,0.6916566457047858
17,14,0.001,1.0,0.6797507467298383,0.6660949790052635
17,14,0.005,0.9999999999999999,0.6857245854361933,0.6747951452546639
17,14,0.01,1.0,0.7019569471624266,0.6740066105492801
17,14,0.05,1.0,0.6878772273148626,0.6816225415787779
17,14,0.1,1.0,0.6630651972396746,0.6841261392683713
17,14,0.5,1.0,0.693861365743125,0.7117577095695258
18,14,0.001,1.0,0.6920692141312185,0.6993842858175462
18,14,0.005,1.0,0.6938922649088475,0.7024727134136324
18,14,0.01,1.0,0.672046554743022,0.6902504254801847
18,14,0.05,0.9999999999999999,0.6832938510660213,0.6871751401291883
18,14,0.1,1.0,0.6935729735297147,0.7087021375861638
18,14,0.5,1.0,0.6943557523946854,0.702781556173241
19,14,0.001,1.0,0.6708620867236583,0.6864391744041634
19,14,0.005,1.0,0.683087856627871,0.6888310630104941
19,14,0.01,1.0,0.6888042022865382,0.7007576504294228
19,14,0.05,1.0,0.691616026367288,0.7047331795690658
19,14,0.1,1.0,0.713914924297044,0.7035963753688041
19,14,0.5,1.0,0.6865073643011638,0.7071382104204861
20,14,0.001,1.0,0.6891234936656709,0.6880031015698411
20,14,0.005,1.0,0.699474714182717,0.6942785236001866
20,14,0.01,1.0,0.685899680708621,0.695277334227006
20,14,0.05,1.0,0.6718405603048717,0.6833441756855323
20,14,0.1,1.0,0.7013183644041612,0.671010178668822
20,14,0.5,1.0,0.715779173962303,0.6978137875293235
21,14,0.001,1.0,0.6817591925018025,0.6909732489601199
21,14,0.005,1.0,0.7173035328046143,0.6809260025890223
21,14,0.01,1.0,0.7022247399320218,0.7178885669038843
21,14,0.05,1.0,0.6907508497270575,0.6955993192317045
21,14,0.1,1.0,0.6862807704191987,0.693187717257739
21,14,0.5,1.0,0.674559686888454,0.692129766528016
22,14,0.001,0.9999999999999999,0.6929343907714491,0.6742825976961644
22,14,0.005,1.0,0.6610052528581729,0.697209244255196
22,14,0.01,1.0,0.6819857863837677,0.7051865870246614
22,14,0.05,1.0,0.6925327016170564,0.6877336855455017
22,14,0.1,1.0,0.659388196518694,0.690480414769255
22,14,0.5,1.0,0.7125193119785765,0.7051800159021165
0,15,0.001,0.6662489207335146,0.6117004840869296,0.6366234943915469
0,15,0.005,0.7050857614144512,0.6380265732825214,0.6735860587064089
0,15,0.01,0.6121187128700112,0.6056030487176847,0.6012379994874525
0,15,0.05,0.672736439902576,0.6080852816973942,0.6559951636538071
0,15,0.1,0.7191271794739622,0.6512514162117623,0.6670280784066341
0,15,0.5,0.7106773283160865,0.6523225872901431,0.6680400312785434
1,15,0.001,0.8004774546063738,0.6326707178906169,0.6577693667409203
1,15,0.005,0.8106302916274695,0.656978061592337,0.6538924044394505
1,15,0.01,0.8163810100645627,0.6175919250180245,0.6263988277117379
1,15,0.05,0.7799907215299166,0.6408795962509013,0.673139222373358
1,15,0.1,0.7970888800113404,0.6717066639200742,0.6405661679184655
1,15,0.5,0.7571147824069898,0.6564424760531464,0.6618237493511017
2,15,0.001,0.9166277915952525,0.634514368112061,0.6539844001550785
2,15,0.005,0.9157373162025284,0.6266453805747245,0.6542669584245075
2,15,0.01,0.9196851763553655,0.6340714800700381,0.6398302021934408
2,15,0.05,0.900867923555716,0.6390668451951798,0.6430171966277
2,15,0.1,0.8849630794211265,0.6361829230610774,0.6642616358152463
2,15,0.5,0.8139544324024793,0.6730765269337728,0.6982080548820155
3,15,0.001,0.9975019007976906,0.6485940879596251,0.6790203770510117
3,15,0.005,0.9990805293882654,0.6580698321145328,0.6716672909233085
3,15,0.01,0.9987235660253353,0.6223709959831084,0.6880819550403795
3,15,0.05,0.9910675395301486,0.6551035122051705,0.6593990051320467
3,15,0.1,0.9773347594685499,0.620032959110104,0.6522693371708688
3,15,0.5,0.9034652508408614,0.6684004531877639,0.697649509465702
4,15,0.001,1.0,0.6752909671438871,0.6962235758734665
4,15,0.005,1.0,0.6806880214234216,0.6791058016440947
4,15,0.01,1.0,0.6986301369863014,0.698372332945637
4,15,0.05,1.0,0.6748377793799567,0.703123254545574
4,15,0.1,0.9999999999999999,0.6542898341744774,0.7281132335836931
4,15,0.5,0.9797007693398112,0.6797404470079309,0.7192882160059403
5,15,0.001,1.0,0.7119888763003399,0.7003042429738272
5,15,0.005,1.0,0.6683901534658565,0.7074536243026396
5,15,0.01,1.0,0.6913276341538779,0.7054560030490009
5,15,0.05,1.0,0.6857966834895457,0.7153981114593805
5,15,0.1,1.0,0.7055206509424246,0.7303802708616713
5,15,0.5,0.9996514130336731,0.7045421773612113,0.7344740802071218
6,15,0.001,0.9999999999999999,0.7104954166237512,0.7286126388971027
6,15,0.005,1.0,0.6782160881656195,0.7391395772139755
6,15,0.01,1.0,0.7049129673498815,0.7357554491033704
6,15,0.05,1.0,0.7053764548357195,0.7417680262319213
6,15,0.1,1.0,0.711484189926872,0.731898200169535
6,15,0.5,1.0,0.7002986919353178,0.752577522818223
7,15,0.001,1.0,0.7023998352044494,0.7278043908240845
7,15,0.005,1.0,0.710917705221959,0.7380224863813485
7,15,0.01,1.0,0.7119064785250798,0.7410189182618065
7,15,0.05,1.0,0.705489751776702,0.7388931601185431
7,15,0.1,1.0,0.7156246781336904,0.7563230626687958
7,15,0.5,1.0,0.7203007518796993,0.7550351226500024
8,15,0.001,1.0,0.6216500154495829,0.6450148178813387
8,15,0.005,1.0,0.6491708723864457,0.6701230771252653
8,15,0.01,1.0,0.6843650221444021,0.6939565385954883
8,15,0.05,0.9995064369386203,0.6257905036564013,0.6758662382294768
8,15,0.1,1.0,0.6673601812751054,0.6993382879597323
8,15,0.5,1.0,0.6847564115768874,0.7230140424888784
9,15,0.001,1.0,0.6634462869502523,0.6899152982303969
9,15,0.005,1.0,0.675754454629725,0.6853417969391711
9,15,0.01,1.0,0.6791636625811104,0.7085772862578115
9,15,0.05,1.0,0.6767226284890308,0.7225212082980136
9,15,0.1,1.0,0.660078277886497,0.7018878835071396
9,15,0.5,1.0,0.6911010402719127,0.7183616877271144
10,15,0.001,1.0,0.7178082191780824,0.7310045275034335
10,15,0.005,1.0,0.7013080646822536,0.7099966487275021
10,15,0.01,1.0,0.7117931815840973,0.7076704713466202
10,15,0.05,1.0,0.7114738902049644,0.7156938119738995
10,15,0.1,1.0,0.6792357606344629,0.7295063115632043
10,15,0.5,1.0,0.7110516016067565,0.7384693227143992
11,15,0.001,0.9999999999999999,0.7131218457101658,0.7416957438839278
11,15,0.005,1.0,0.7121021732413224,0.7414657545948574
11,15,0.01,1.0,0.7038726954372233,0.738245904547874
11,15,0.05,1.0,0.7062725306416726,0.7489962610312719
11,15,0.1,0.9999999999999999,0.7130909465444433,0.7265033085602013
11,15,0.5,1.0,0.7208260376969822,0.7550219804049125
12,15,0.001,1.0,0.6544237305592748,0.7198927592800678
12,15,0.005,1.0,0.6922649088474612,0.7158843745277006
12,15,0.01,1.0,0.6786280770419199,0.7046280416083479
12,15,0.05,1.0,0.6730250283242352,0.748989689908727
12,15,0.1,1.0,0.6746008857760839,0.7266610155012782
12,15,0.5,1.0,0.6790194664744053,0.710916605883783
13,15,0.001,1.0,0.6986198372643939,0.7342900887758655
13,15,0.005,1.0,0.6926356988361314,0.7228760489154362
13,15,0.01,1.0,0.6843238232567721,0.7118825608978783
13,15,0.05,0.9999999999999999,0.7081161808631166,0.7229089045281606
13,15,0.1,1.0,0.6921928107941084,0.7214106885879316
13,15,0.5,1.0,0.6944896487794829,0.7442124838186107
14,15,0.001,1.0,0.7005767844268204,0.731845631189176
14,15,0.005,1.0,0.7075187969924813,0.7487531294971119
14,15,0.01,1.0,0.6947677412709856,0.7362614255393249
14,15,0.05,1.0,0.7101349263569883,0.7313527969983112
14,15,0.1,1.0,0.7130188484910908,0.739546986811757
14,15,0.5,1.0,0.7090946544443301,0.7480565905073564
15,15,0.001,1.0,0.6612936450715831,0.6733297849271591
15,15,0.005,1.0,0.6566278710474818,0.7133807768381073
15,15,0.01,1.0,0.685477392110413,0.6537872664787325
15,15,0.05,1.0,0.6575960449067875,0.6772461739638983
15,15,0.1,1.0,0.6418992687197446,0.7070659280724927
15,15,0.5,1.0,0.6913276341538779,0.723605443517916
16,15,0.001,1.0,0.6857348851581008,0.7032481058739265
16,15,0.005,1.0,0.6740035019054486,0.7197810501968052
16,15,0.01,1.0,0.6994129158512721,0.7475440429488569
16,15,0.05,1.0,0.7139870223503966,0.7505996149322189
16,15,0.1,1.0,0.701781851889999,0.7136699062300813
16,15,0.5,0.9999999999999999,0.701843650221444,0.754174305596625
17,15,0.001,1.0,0.6797301472860233,0.7206550094952721
17,15,0.005,1.0,0.6656504274384591,0.7069673612343197
17,15,0.01,0.9999999999999999,0.6965186939952621,0.6858214888849463
17,15,0.05,1.0,0.7094860438768154,0.7052128715148409
17,15,0.1,0.9999999999999999,0.7007209805335257,0.7406903621345633
17,15,0.5,0.9945025064755989,0.679987640333711,0.6891136212799231
18,15,0.001,0.9999999999999999,0.7154289834174478,0.7220612297198731
18,15,0.005,1.0,0.6988979297558966,0.745848693332282
18,15,0.01,1.0,0.6976413636831805,0.7190910823295944
18,15,0.05,1.0,0.7246575342465753,0.7305116933125685
18,15,0.1,1.0,0.681141209187352,0.7499293604326427
18,15,0.5,1.0,0.7367700072098053,0.7271209940794185
19,15,0.001,1.0,0.7216809146153054,0.7262601770260414
19,15,0.005,1.0,0.7071892058914409,0.733882679178084
19,15,0.01,1.0,0.7015037593984962,0.7344346534718525
19,15,0.05,1.0,0.6990215264187867,0.7373390896366826
19,15,0.1,1.0,0.7149551962097023,0.7336724032566484
19,15,0.5,1.0,0.7264290864146669,0.7458815489450061
20,15,0.001,1.0,0.7062313317540427,0.7252350819090426
20,15,0.005,1.0,0.6993923164074569,0.7241902734244091
20,15,0.01,1.0,0.7129364507158307,0.7163969220862001
20,15,0.05,1.0,0.7023792357606344,0.7368002575880037
20,15,0.1,1.0,0.703563703779998,0.7358014469611844
20,15,0.5,1.0,0.7142342156761767,0.7499227893100978
21,15,0.001,1.0,0.6935214749201772,0.7190187999816008
21,15,0.005,1.0,0.6887424039550931,0.71784256904607
21,15,0.01,1.0,0.7086105675146771,0.6963221427116394
21,15,0.05,0.9770042139718296,0.6679266659800185,0.712809089176704
21,15,0.1,0.9999999999999999,0.7032032135132351,0.7123622528436533
21,15,0.5,1.0,0.7013080646822537,0.7352560437899607
22,15,0.001,1.0,0.7055206509424244,0.7359460116571714
22,15,0.005,1.0,0.690967143887115,0.7447710292349243
22,15,0.01,1.0,0.7033783087856629,0.7199124726477024
22,15,0.05,1.0,0.6737151096920384,0.6856572108213246
22,15,0.1,1.0,0.7172211350293543,0.7385087494496684
22,15,0.5,0.9929051920772176,0.6937274693583273,0.7017893166689665
0,16,0.001,0.7342543074008685,0.6328561128849521,0.6073228589639968
0,16,0.005,0.7122814082655704,0.6499948501390462,0.6002654733508126
0,16,0.01,0.7424096960012371,0.6233185703985993,0.6047995479067688
0,16,0.05,0.7420224487428962,0.6240910495416625,0.6054172334259862
0,16,0.1,0.7410092269230273,0.624245545370275,0.6057063628179603
0,16,0.5,0.7321711619995103,0.6382840663302091,0.6131251601711121
1,16,0.001,0.7959000760319077,0.6532392625399114,0.5931752321249039
1,16,0.005,0.8159170865603937,0.641157688742404,0.6058377852688575
1,16,0.01,0.8123596953568989,0.5935523740858997,0.6187106143342467
1,16,0.05,0.8134305854456887,0.6293130085487691,0.6193611554661883
1,16,0.1,0.7945843374270287,0.6335667936965701,0.6198934163923223
1,16,0.5,0.7492822072449388,0.630909465444433,0.6179089373837732
2,16,0.001,0.9327671748347273,0.6548460191574826,0.617534383398716
2,16,0.005,0.869390069459658,0.6687918426202493,0.616128163174115
2,16,0.01,0.9133970798592765,0.6746317849418065,0.6563040064134156
2,16,0.05,0.911118055645047,0.6519620970233804,0.6245720556442657
2,16,0.1,0.9163971185195685,0.6519002986919353,0.6167458486933323
2,16,0.5,0.8274346318895863,0.6651148418992687,0.6394490770858385
3,16,0.001,0.9980779391487005,0.6404779070965084,0.6121526340344721
3,16,0.005,0.9874412041392285,0.6585230198784632,0.6315440166643668
3,16,0.01,0.9857002023221949,0.6805438253167164,0.6685328654694082
3,16,0.05,0.9833187283341281,0.6626326089195591,0.6218187552979675
3,16,0.1,0.983134447608861,0.6744566896693789,0.6324048337177439
3,16,0.5,0.9009581309037488,0.6789782675867752,0.6400010513796072
4,16,0.001,1.0,0.6882583170254404,0.6605686649450326
4,16,0.005,1.0,0.6982181481100009,0.6390876653458711
4,16,0.01,1.0,0.6624163147595015,0.6505477030641145
4,16,0.05,1.0,0.6458852610979503,0.6532090076947845
4,16,0.1,1.0,0.676990421258626,0.662237730071428
4,16,0.5,0.981873477751002,0.6896178803172315,0.6669032270782818
5,16,0.001,1.0,0.6886291070141106,0.661370341895506
5,16,0.005,1.0,0.686548563188794,0.6907629730386842
5,16,0.01,1.0,0.6870326501184467,0.6641367844868938
5,16,0.05,1.0,0.7023380368730046,0.6656284293045782
5,16,0.1,1.0,0.686672159851684,0.6784552605121533
5,16,0.5,0.99969780538409,0.6957565145741065,0.6795460668546007
6,16,0.001,1.0,0.7114841899268721,0.6753799751611567
6,16,0.005,1.0,0.6952827273663611,0.6801374678836386
6,16,0.01,1.0,0.6991863219693069,0.6686577167977605
6,16,0.05,1.0,0.7001338963847976,0.6701099348801756
6,16,0.1,1.0,0.6855803893294882,0.6854009370420749
6,16,0.5,1.0,0.6953548254197137,0.6766547729348604
7,16,0.001,1.0,0.7178906169533423,0.6814845480053358
7,16,0.005,1.0,0.7027191265835824,0.6917289280527793
7,16,0.01,1.0,0.7118034813060048,0.7035240930208109
7,16,0.05,1.0,0.7171593366979091,0.6827724880241292
7,16,0.1,1.0,0.7081367803069317,0.6839355767145702
7,16,0.5,1.0,0.7203522504892368,0.6924320381650797
8,16,0.001,1.0,0.6609537542486353,0.6459084905474402
8,16,0.005,1.0,0.6533731589247089,0.6370309039893285
8,16,0.01,1.0,0.6550520135956328,0.6246903358500733
8,16,0.05,1.0,0.6476465135441343,0.6341856079274022
8,16,0.1,1.0,0.668544649294469,0.6448965376755311
8,16,0.5,0.9999703604427892,0.6670923885055104,0.6502257180594162
9,16,0.001,1.0,0.671521268925739,0.6674486302495056
9,16,0.005,0.9999999999999999,0.692687197445669,0.675655962308041
9,16,0.01,0.9999999999999999,0.7093727469358327,0.6550357797622568
9,16,0.05,1.0,0.6669275929549903,0.6657467095103856
9,16,0.1,1.0,0.6574621485219899,0.6527818847293683
9,16,0.5,1.0,0.7052219590071069,0.6770293269199178
10,16,0.001,1.0,0.713410237923576,0.6852563723460878
10,16,0.005,1.0,0.7065918220208055,0.678810101129576
10,16,0.01,1.0,0.6898032753115666,0.6682437360774341
10,16,0.05,1.0,0.6974971675764755,0.682148231382367
10,16,0.1,1.0,0.7085693686270471,0.6772593162089879
10,16,0.5,1.0,0.6969821814810999,0.7017104631984282
11,16,0.001,1.0,0.7074055000514986,0.6893567528140832
11,16,0.005,1.0,0.713956123184674,0.6795789224673251
11,16,0.01,1.0,0.719950561334844,0.6766941996701297
11,16,0.05,1.0,0.6975177670202904,0.6840144301851085
11,16,0.1,1.0,0.7007209805335255,0.6920509130574776
11,16,0.5,1.0,0.7034298073952003,0.698280337230009
12,16,0.001,1.0,0.6960964053970542,0.6571056833638891
12,16,0.005,1.0,0.7068596147904006,0.642576931417194
12,16,0.01,1.0,0.6812751055721495,0.6619354584343643
12,16,0.05,1.0,0.6626223091976517,0.6561265861047042
12,16,0.1,1.0,0.6716860644762591,0.6579862137849009
12,16,0.5,1.0,0.6999279019466474,0.6844809798857939
13,16,0.001,1.0,0.6755793593572974,0.6772987429442572
13,16,0.005,1.0,0.6884849109074056,0.6601612553472509
13,16,0.01,1.0,0.6924194046760738,0.6685854344497669
13,16,0.05,1.0,0.694613245442373,0.6596749922789311
13,16,0.1,1.0,0.6840045318776393,0.6893501816915384
13,16,0.5,1.0,0.7022659388196519,0.704628041608348
14,16,0.001,1.0,0.7118137810279122,0.6718249978643851
14,16,0.005,1.0,0.7059223400968174,0.6855323594929721
14,16,0.01,1.0,0.7080955814193017,0.6856177840860553
14,16,0.05,1.0,0.6970130806468225,0.6791583706244537
14,16,0.1,1.0,0.7104851169018437,0.6789480947030182
14,16,0.5,1.0,0.7104233185703986,0.6929905835813932
15,16,0.001,1.0,0.6830569574621486,0.6802491769669012
15,16,0.005,1.0,0.6831187557935936,0.6564091443741334
