	Unnamed: 0	top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	PWM	RBMback	PWMback	top RBM_R	diffRBM_R	top RBM (lin)_R	diffRBM (lin)_R	top PWM_R	diffPWM_R	Normal RBM_R	PWM_R	RBMback_R	PWMback_R	top RBM (negatives)	diffRBM (negatives)	difference of top RBM	diffRBM (negatives,lin)	top RBM (negatives,lin)	difference of top RBM (lin)	difference of normal RBM	Normal RBM + V	diffRBM + V	Top RBM + V	Calis method	top PWM (negatives)	diffPWM (negatives)	Difference of PWM	difference of diffRBM	Deep classifier	Linear classifier	top RBM_HPP	diffRBM_HPP	backRBM_HPP
20	20	0.6649980747015787	0.5818251829033501	0.6189192658195354	0.4678475163650366	0.605570530098832	0.4492362982929021	0.5566679501989475	0.525734822230779	0.4837633166474137	0.4106019766397124	0.5480169795918367	0.891495306122449	0.2686081632653061	0.8847673469387755	0.3199142857142857	0.8848163265306123	0.8566448979591836	0.8807428571428572	0.9294035204081633	0.901595918367347	0.6323963547683223	0.3995635990245154	0.7140290078295469	0.4229238865357464	0.6204595045565396	0.7140290078295469	0.6832242330894623	0.6122448979591837	0.5800282377101784	0.6091644204851752	0.6185342061352843	0.6077525349762547	0.6249518675394686	0.6433063791554356	0.7140290078295469	0.7113335900397895	0.6691053780002566	0.6726571129969242	0.6502631491777159	0.5648943682763501
21	21	0.7331536388140162	0.6309844692594019	0.6438197920677705	0.5365164933898088	0.6504941599281222	0.505711718649724	0.6091644204851752	0.5682197407264793	0.4998074701578744	0.4374278013092029	0.5832675408163265	0.9152926122448981	0.2887142857142857	0.8918367346938776	0.3540367346938775	0.8835795918367347	0.8749959183673468	0.8778612244897959	0.9075908163265307	0.8946693877551019	0.662045950455654	0.414067513797972	0.7716596072391221	0.4711847002952124	0.6187909125914517	0.7716596072391221	0.7607495828520088	0.7014503914773457	0.6386856629444231	0.7053009883198562	0.6347067128738288	0.6777050442818637	0.6232832755743807	0.6834809395456295	0.7716596072391221	0.7340521114106019	0.6752663329482737	0.7214778503907032	0.6805955145342935	0.5292042059702194
22	22	0.6354768322423308	0.5516621743036837	0.6308561160313181	0.5017327685791297	0.6262353998203054	0.4566807855217558	0.520857399563599	0.5267616480554486	0.4600179694519317	0.4121422153767167	0.5116790510204081	0.8904474489795918	0.2649020408163265	0.8881428571428571	0.3182163265306122	0.883130612244898	0.8379469387755102	0.8759632653061225	0.9223079795918369	0.887991836734694	0.5557694776023617	0.4380695674496213	0.6579386471569759	0.4575792581183416	0.6122448979591836	0.6579386471569759	0.6140418431523553	0.6453600308047747	0.6122448979591837	0.6352201257861635	0.5702092157617764	0.6449749711205237	0.6109613656783468	0.6626877165960724	0.6579386471569759	0.6954177897574123	0.681683994352458	0.644441366676284	0.6242605155256334	0.6042834531662633
23	23	0.6320112950840714	0.5840071877807727	0.5837504813246053	0.5354896675651393	0.5815684764471827	0.5548710050057759	0.6000513412912334	0.6286741111538956	0.4994224104736234	0.52368117058144	0.5234336122448979	0.9093226530612246	0.2622285714285714	0.9089795918367346	0.3099632653061224	0.9199510204081632	0.8908285714285715	0.9117265306122448	0.9324593469387755	0.9203142857142858	0.6098061866255936	0.4820947246823256	0.679630342703119	0.4999358233859582	0.6295725837504813	0.679630342703119	0.7009369785650109	0.6937491977923245	0.5813117699910153	0.6692337312283404	0.6252085739956359	0.6434347323835194	0.5345911949685535	0.666923373122834	0.679630342703119	0.6946476703889103	0.6833525863175459	0.6317694963944506	0.6308660087497162	0.6186273996790266
24	24	0.6534462841740469	0.5336927223719676	0.6231549223462971	0.4764471826466435	0.6134000770119369	0.4655371582595301	0.5424207418816582	0.5309973045822103	0.4661789243999487	0.4122705686048004	0.544051387755102	0.8829413367346939	0.2758204081632653	0.8824816326530612	0.3388326530612244	0.8794816326530611	0.8614979591836734	0.8728408163265307	0.8803350408163266	0.8927714285714284	0.6089077140290078	0.4039276087793608	0.6941342574765754	0.464381979206777	0.5066101912463099	0.6941342574765754	0.6924656655114877	0.6000513412912335	0.6072391220639198	0.5819535361314336	0.5602618405852907	0.5569246566551148	0.608394301116673	0.6128866640996021	0.6941342574765754	0.6249518675394686	0.590809908869208	0.6622314800635034	0.6049603487980781	0.5547606165799104
25	25	0.5931202669747144	0.4579643178025926	0.6086510075728404	0.416506225131562	0.6157104351174432	0.414452573482223	0.5168784494930047	0.4838916698754973	0.4298549608522654	0.385829803619561	0.45226515306122445	0.8636347142857143	0.2911142857142857	0.8475265306122449	0.3388612244897959	0.8380530612244899	0.850204081632653	0.8348489795918368	0.8807860408163266	0.8449265306122449	0.582210242587601	0.3774868437941214	0.6361185983827493	0.39276087793608	0.5538441791811064	0.6361185983827493	0.6830958798613784	0.6017199332563213	0.5546142985496085	0.5978693364138108	0.623154922346297	0.5616737260942113	0.6471569759979463	0.6244384546271339	0.6361185983827493	0.6262353998203054	0.6189192658195354	0.6088621000374933	0.5245079424821139	0.5000391255276545
26	26	0.5824669490437684	0.5565395969708639	0.6185342061352843	0.5824669490437684	0.6212296239250418	0.5367731998459762	0.5397253240919009	0.5992812219227313	0.4954434604030291	0.4811962520857399	0.46494238775510205	0.884909530612245	0.2587224489795918	0.8900897959183673	0.3312244897959183	0.8874122448979591	0.8468979591836735	0.8795183673469387	0.926785642857143	0.904677551020408	0.6326530612244898	0.514311384931331	0.6327814144525734	0.5394686176357335	0.6253369272237197	0.6327814144525734	0.6589654729816455	0.6743678603516878	0.516750096264921	0.6178924399948659	0.6384931331022975	0.6848928250545502	0.5856757797458606	0.671415736105763	0.6327814144525734	0.6929790784238223	0.7022205108458478	0.5908002682619	0.6283638952511211	0.6346246997775845
27	27	0.6343216531895777	0.5738672827621615	0.6665383134385829	0.5249647028622769	0.6666666666666665	0.5109742010011552	0.587986137851367	0.5841355410088563	0.4663072776280323	0.4588627903991785	0.5116393877551021	0.9149650102040816	0.2631795918367346	0.9037183673469388	0.3284612244897959	0.9000244897959184	0.8698897959183673	0.8934163265306122	0.9033101530612244	0.9017591836734694	0.6086510075728404	0.4455140546784751	0.6715440893338467	0.4723398793479657	0.626877165960724	0.6715440893338467	0.6968296752663329	0.7118470029521241	0.6347067128738287	0.6526761648055449	0.6216146836092927	0.6495956873315364	0.5932486202027981	0.6959312026697471	0.6715440893338467	0.703760749582852	0.7135155949172121	0.6364792017816276	0.6460988008385825	0.5902993174875746
28	28	0.689000128353228	0.6376588371197536	0.6037735849056604	0.5607752534976255	0.6114747785906816	0.5379283788987292	0.6182774996791168	0.6236683352586316	0.5517905275317675	0.499165704017456	0.528379112244898	0.9222640306122448	0.233804081632653	0.9177551020408165	0.2870571428571428	0.9248122448979592	0.8945836734693877	0.921269387755102	0.937095418367347	0.9292204081632652	0.6013348735720703	0.4759337697343088	0.7178796046720575	0.5035297137723014	0.6307277628032345	0.7178796046720575	0.7121037094082916	0.6458734437171094	0.6119881915030163	0.6602490052624823	0.6490822744192016	0.6461301501732769	0.5565395969708637	0.6667950198947503	0.7178796046720575	0.7146707739699653	0.6807855217558721	0.6475702087190878	0.6848993225762936	0.6549313286981184
29	29	0.6602490052624823	0.5798998844820947	0.6100628930817611	0.4883840328584263	0.634578359645745	0.4473109998716467	0.5612886664099602	0.5252214093184444	0.5103324348607368	0.422667180079579	0.5300389081632653	0.8957129897959183	0.2702040816326531	0.8583877551020408	0.3295265306122449	0.8645551020408163	0.8548775510204082	0.8579632653061224	0.8839426020408164	0.8608367346938776	0.5737389295340778	0.4260043640097548	0.6866897702477217	0.451675009626492	0.6085226543447567	0.6866897702477217	0.6857912976511359	0.6526761648055449	0.5659093826209729	0.605570530098832	0.6330381209087408	0.6049287639584136	0.6045437042741625	0.6739828006674369	0.6866897702477217	0.7083814657938647	0.6839943524579644	0.6511932805866812	0.63981039241224	0.5547272518661437
30	30	0.7181363111282248	0.623539982030548	0.6234116288024644	0.4989089975612887	0.623154922346297	0.48363496341933	0.5465280451803363	0.5593633679887049	0.5096906687203183	0.4294699011680143	0.5873473775510204	0.9288859285714286	0.2684530612244897	0.8937061224489796	0.3133265306122449	0.9196244897959184	0.8881020408163265	0.9153795918367348	0.9465703775510205	0.9325714285714284	0.6037735849056605	0.4239507123604158	0.7259658580413297	0.4308817866769349	0.6254652804518034	0.7259658580413297	0.6653831343858299	0.6572968810165576	0.5768194070080862	0.6321396483121551	0.6286741111538954	0.630984469259402	0.6217430368373765	0.6719291490180979	0.7259658580413297	0.7235271467077398	0.6925940187395713	0.7133599034871646	0.695251985200469	0.5998322643023006
31	31	0.6533179309459632	0.4951867539468617	0.6372737774355024	0.442305223976383	0.6209729174688743	0.4423052239763829	0.48851238608651	0.5128994994224104	0.5374149659863945	0.3785136696187909	0.4987165408163265	0.8498771224489796	0.3065836734693877	0.8492163265306122	0.3389183673469387	0.8591877551020408	0.8150122448979592	0.8491836734693877	0.8984009795918368	0.8704081632653062	0.6522911051212937	0.3625978693364138	0.683737646001797	0.388268514953151	0.6549865229110511	0.683737646001797	0.703760749582852	0.589526376588371	0.6578102939288923	0.6620459504556541	0.638685662944423	0.6733410345270183	0.6674367860351689	0.7056860480041073	0.683737646001797	0.7457322551662174	0.7361057630599409	0.6358138277775884	0.5489117102464236	0.5942788397144749
32	32	0.7029906302143499	0.6834809395456296	0.6629444230522398	0.6130150173276857	0.6762931587729432	0.5517905275317674	0.6747529200359388	0.6298292902066486	0.5023745347195482	0.4539853677319984	0.5636599285714287	0.9432236734693877	0.2234816326530612	0.9282571428571428	0.2679265306122449	0.9280489795918369	0.9224938775510204	0.9254	0.9593996530612244	0.938195918367347	0.6488255679630343	0.4570658452060069	0.7622898215890129	0.5122577332819921	0.657553587472725	0.7622898215890129	0.7621614683609292	0.6937491977923245	0.6223848029777949	0.6901553074059813	0.5995379283788987	0.6547298164548838	0.6094211269413427	0.7393145937620331	0.7622898215890129	0.7767937363624695	0.7502246181491465	0.6957068494636922	0.7440004723867388	0.6804010870655806
33	33	0.7002952124245925	0.6069824156077526	0.5710435117443204	0.5104607880888204	0.5537158259530227	0.5262482351431138	0.6282890514696445	0.5864458991143628	0.5503786420228468	0.4914645103324348	0.5688286326530612	0.8966922040816326	0.2600244897959184	0.8577265306122449	0.3083510204081632	0.8656775510204082	0.8652938775510204	0.8589306122448981	0.9194384591836736	0.8899265306122449	0.701322038249262	0.4131690412013862	0.7414965986394558	0.4510332434860736	0.6855345911949685	0.7414965986394558	0.7471441406751379	0.6733410345270183	0.5900397895007059	0.6726992683865999	0.6148761391348992	0.6981132075471698	0.5714285714285714	0.6440764985239379	0.7414965986394558	0.6954177897574124	0.6460017969451932	0.6948660106699874	0.6588964488902993	0.5789641960616196
34	34	0.5713002182004877	0.5152098575279168	0.5589783083044539	0.4489795918367347	0.5434475677063277	0.4732383519445514	0.4643819792067771	0.544987806443332	0.4756770632781414	0.4394814529585419	0.4725564897959184	0.8800422857142857	0.2361755102040816	0.8844489795918368	0.3036	0.8903428571428571	0.8243551020408164	0.8876938775510204	0.9492174081632653	0.9125877551020408	0.6078808882043383	0.3941727634450006	0.6184058529072006	0.4249775381850853	0.6144269028366063	0.6184058529072006	0.5870876652547812	0.6202027981003723	0.5570530098831985	0.601848286484405	0.6074958285200873	0.6239250417147991	0.6054421768707483	0.6017199332563213	0.6184058529072006	0.6173790270825311	0.6107046592221794	0.587976029253413	0.6012321420770326	0.6314272080359513
35	35	0.608009241432422	0.4933898087536901	0.6394557823129251	0.4290848414837633	0.6465152098575279	0.405467847516365	0.4835066101912463	0.4918495700166859	0.5292003593890386	0.3651649338980876	0.5040175816326531	0.8778818979591836	0.2722204081632653	0.8822489795918368	0.3283224489795919	0.8686530612244898	0.8347959183673469	0.8636734693877551	0.9030042448979594	0.8779959183673469	0.6168656141701965	0.3281992042099859	0.6625593633679887	0.3723527146707739	0.6005647542035681	0.6625593633679887	0.6647413682454114	0.595302271852137	0.6241817481709665	0.6253369272237196	0.6331664741368246	0.5936336798870492	0.6660249005262483	0.6719291490180977	0.6625593633679887	0.6923373122834039	0.6614041843152355	0.6191456328950155	0.5948806047318365	0.5483747543852995
