top RBM	top RBM (lin)	top PWM	Ratio Mt/Mb
0.4636	0.45280000000000004	0.5348999999999999	0.0005
0.4942	0.457	0.5174	0.0005
0.5034000000000001	0.4382	0.48850000000000005	0.0005
0.5186999999999999	0.5154000000000001	0.45180000000000003	0.0005
0.46770000000000006	0.46020000000000005	0.45899999999999996	0.0005
0.5725	0.548	0.565	0.0005
0.4966	0.5309999999999999	0.4974	0.0005
0.5492	0.5143	0.5883	0.0005
0.5004	0.5182	0.5451999999999999	0.0005
0.4812	0.4899	0.4411	0.0005
0.552	0.571	0.5023000000000001	0.0005
0.4738	0.514	0.4982	0.0005
0.566125	0.51125	0.5171625	0.001
0.5377000000000001	0.5497000000000001	0.490425	0.001
0.5240499999999999	0.5283	0.4915	0.001
0.516925	0.5321875	0.51775	0.001
0.456825	0.45237499999999997	0.537075	0.001
0.5637625	0.492825	0.4932749999999999	0.001
0.5048250000000001	0.5297499999999999	0.458875	0.001
0.5208	0.49568750000000006	0.5062	0.001
0.49827499999999997	0.47292499999999993	0.473475	0.001
0.5252375	0.5433499999999999	0.5372999999999999	0.001
0.49092500000000006	0.532325	0.4855	0.001
0.47238750000000007	0.464625	0.48835	0.001
0.5083750000000001	0.5051375	0.5225500000000001	0.001
0.5169250000000001	0.523475	0.504675	0.001
0.5205000000000001	0.523575	0.5212	0.001
0.52615	0.535075	0.514275	0.001
0.52045	0.53265	0.48314999999999997	0.001
0.4692	0.47663750000000005	0.513025	0.001
0.5382750000000001	0.5315	0.5144	0.001
0.53385	0.5342250000000001	0.5152749999999999	0.001
0.495675	0.46630000000000005	0.498225	0.001
0.5180250000000001	0.5308	0.47195	0.001
0.5335	0.460675	0.51925	0.001
0.511175	0.520775	0.500725	0.001
0.543525	0.4987625	0.521675	0.001
0.4810500000000001	0.4624625	0.499425	0.001
0.5193375	0.49105	0.525875	0.001
0.49382500000000007	0.48750000000000004	0.484325	0.001
0.522425	0.49183750000000004	0.52695	0.001
0.511725	0.48025	0.475775	0.001
0.5056	0.48269999999999996	0.49042500000000006	0.001
0.49165000000000003	0.5115999999999999	0.5028999999999999	0.001
0.4623	0.49534999999999996	0.48912500000000003	0.001
0.49705	0.516475	0.532575	0.001
0.479675	0.511225	0.49185	0.001
0.531875	0.5527	0.51645	0.001
0.5185	0.5012125	0.5206000000000001	0.001
0.55175	0.496225	0.5089	0.001
0.513125	0.538275	0.5592	0.001
0.5019750000000001	0.5194000000000001	0.5227	0.001
0.518375	0.52685	0.46067500000000006	0.001
0.49884999999999996	0.5606375	0.4946000000000001	0.001
0.4528	0.46762499999999996	0.453075	0.001
0.49117500000000003	0.49575	0.480275	0.001
0.5058	0.455325	0.5096	0.001
0.45845	0.46242500000000003	0.52575	0.001
0.47245000000000004	0.520025	0.534925	0.001
0.52355	0.49616250000000006	0.5365500000000001	0.001
0.525625	0.47648749999999995	0.47082500000000005	0.001
0.5004	0.5378749999999999	0.48962500000000003	0.001
0.525678	0.517083	0.5134035	0.005
0.4865235	0.4918405	0.49730749999999996	0.005
0.503515	0.512826	0.5285045	0.005
0.4989095	0.5096885	0.521049	0.005
0.511255	0.513273	0.4956465	0.005
0.5237815	0.5113270000000001	0.5035515	0.005
0.5081455	0.51443	0.49862	0.005
0.504314	0.496459	0.47183200000000003	0.005
0.518505	0.48571400000000003	0.4860924999999999	0.005
0.507081	0.4937445	0.492722	0.005
0.511429	0.5200765	0.524089	0.005
0.507806	0.4996975	0.49385049999999997	0.005
0.522025	0.5162365	0.522534	0.005
0.536239	0.5306985	0.5049625	0.005
0.5273724999999999	0.5382865	0.500256	0.005
0.487937	0.500675	0.5059315	0.005
0.48331	0.490204	0.501357	0.005
0.4903115	0.48732449999999994	0.490243	0.005
0.4920905	0.494158	0.517944	0.005
0.49953650000000005	0.49447300000000005	0.49862399999999996	0.005
0.525874	0.5035365	0.4730725	0.005
0.5170485	0.524024	0.5021690000000001	0.005
0.5140085	0.5153025	0.5079075	0.005
0.491351	0.4941145	0.504989	0.005
0.512621	0.5004850000000001	0.5099145	0.005
0.5131155	0.48980100000000004	0.5075205	0.005
0.49620800000000004	0.4944895	0.498872	0.005
0.5031895	0.503355	0.5035879999999999	0.005
0.5028835	0.5152574999999999	0.506453	0.005
0.5017455	0.5055165	0.481893	0.005
0.5026470000000001	0.497503	0.5086685	0.005
0.517089	0.498686	0.5232965	0.005
0.519308	0.518053	0.4940770000000001	0.005
0.5094025000000001	0.5080685	0.5071370000000001	0.005
0.515128	0.5237725	0.48931350000000007	0.005
0.5084955	0.5039465	0.5219834999999999	0.005
0.4931535	0.5177375	0.5209965	0.005
0.5206285	0.5120005	0.5075305	0.005
0.5153479999999999	0.49698049999999994	0.50707	0.005
0.5035245	0.47715700000000005	0.5185325000000001	0.005
0.50542	0.503042	0.4765645	0.005
0.48145899999999997	0.484272	0.49758800000000003	0.005
0.503045	0.518375	0.491699	0.005
0.504984	0.49233950000000004	0.5285460000000001	0.005
0.506286	0.509542	0.499223	0.005
0.49283050000000006	0.50906	0.504642	0.005
0.517251	0.499008	0.5140895	0.005
0.487178	0.503091	0.494351	0.005
0.4973895	0.489513	0.48505849999999995	0.005
0.5262789999999999	0.516482	0.482473	0.005
0.5043152500000001	0.49156075	0.49761875000000005	0.01
0.5070798750000001	0.5055683750000001	0.503979375	0.01
0.50743825	0.5107755	0.508764875	0.01
0.506033125	0.500201875	0.5036016249999999	0.01
0.515378125	0.518274125	0.490545875	0.01
0.51186325	0.49640875	0.511304625	0.01
0.502799	0.506405875	0.497749875	0.01
0.50500475	0.509876	0.494738625	0.01
0.4912055000000001	0.51151975	0.514656875	0.01
0.524984625	0.5074145	0.499484875	0.01
0.484910375	0.49768499999999993	0.52329	0.01
0.50753875	0.49988525	0.503953875	0.01
0.50427325	0.496407375	0.50417725	0.01
0.499965875	0.4914	0.497348625	0.01
0.498471625	0.520721125	0.5075215	0.01
0.521854625	0.513120125	0.50751875	0.01
0.503242125	0.5111795000000001	0.514834875	0.01
0.510524125	0.509653625	0.513928	0.01
0.503568875	0.497585	0.508476625	0.01
0.4943245	0.5112186249999999	0.5021203750000001	0.01
0.504224375	0.509307375	0.49113175	0.01
0.509993875	0.50705425	0.508408125	0.01
0.50689825	0.5086125000000001	0.49508	0.01
0.50010275	0.507905625	0.5105667500000001	0.01
0.494363	0.510235625	0.48905625	0.01
0.518378	0.49598575	0.505468	0.01
0.530403875	0.51730975	0.514844625	0.01
0.495338375	0.496359875	0.49752287500000003	0.01
0.50171825	0.50753	0.503820625	0.01
0.513771875	0.52014125	0.50310225	0.01
0.5107405	0.497207875	0.48297775000000004	0.01
0.502403375	0.509633875	0.50401825	0.01
0.514672875	0.50682825	0.5031218749999999	0.01
0.49977125	0.49490975	0.49854325	0.01
0.47865425000000006	0.497093	0.496248	0.01
0.516492375	0.517261375	0.509015125	0.01
0.5088965	0.5037604999999999	0.499175375	0.01
0.509604375	0.513247125	0.49495725	0.01
0.49616787500000004	0.499459375	0.5026976249999999	0.01
0.49217150000000004	0.50178	0.510145125	0.01
0.511607625	0.5276845	0.518293	0.01
0.5022415	0.495152125	0.5103835	0.01
0.49804175	0.507767875	0.49677175	0.01
0.503018125	0.49277974999999996	0.50678625	0.01
0.4946555	0.5060837499999999	0.510347625	0.01
0.5118493749999999	0.515878875	0.501195375	0.01
0.48803850000000004	0.4994285	0.5045388749999999	0.01
0.517000125	0.5030846250000001	0.4948925	0.01
0.4934695	0.49851975000000004	0.500952125	0.01
0.49894675	0.497673625	0.505976	0.01
0.499487395	0.50524751	0.505926525	0.05
0.497815035	0.50299156	0.5090085	0.05
0.498463605	0.5017692199999999	0.502475275	0.05
0.49998823000000003	0.50413113	0.50576245	0.05
0.49093733	0.497876975	0.495025565	0.05
0.503983575	0.507817075	0.506461415	0.05
0.49792083	0.49714053	0.50198218	0.05
0.5009651049999999	0.502339315	0.49446409999999996	0.05
0.49971350000000003	0.505946615	0.506868755	0.05
0.502923095	0.503958405	0.49468671	0.05
0.48795689999999997	0.50194969	0.51411658	0.05
0.50041095	0.50335256	0.50487242	0.05
0.5018009800000001	0.5024715049999999	0.502033015	0.05
0.5058436749999999	0.49893165000000006	0.5036813149999999	0.05
0.49982324499999997	0.50020778	0.509405215	0.05
0.5040241050000001	0.50421618	0.5027433299999999	0.05
0.49070473000000003	0.505239945	0.511666915	0.05
0.501053425	0.4978213	0.49813826000000005	0.05
0.492078615	0.500411525	0.50494189	0.05
0.4970877	0.50177993	0.50879069	0.05
0.49515894499999996	0.49578063000000006	0.502212935	0.05
0.493422535	0.4927292	0.50750846	0.05
0.502268645	0.49875801999999997	0.50502139	0.05
0.49945995499999996	0.5006750600000001	0.5080804999999999	0.05
0.50251249	0.505281885	0.5065830600000001	0.05
0.5060089999999999	0.503956445	0.50261311	0.05
0.495655175	0.499797895	0.5067682	0.05
0.503533725	0.498735545	0.505109565	0.05
0.50302459	0.49871917499999996	0.50424001	0.05
0.5023248250000001	0.50344049	0.5003057399999999	0.05
0.498705595	0.500973095	0.503315095	0.05
0.49605020999999994	0.49973217	0.503074825	0.05
0.49870921500000004	0.5008926	0.49150396	0.05
0.49335053500000003	0.501806065	0.507024305	0.05
0.50477409	0.50006617	0.50231609	0.05
0.49666431	0.49826637	0.503614035	0.05
0.498310015	0.50218691	0.508980305	0.05
0.49386732499999997	0.49504676000000003	0.504496065	0.05
0.50367724	0.505169115	0.50783624	0.05
0.497522865	0.49986483000000004	0.506882305	0.05
0.49189862999999995	0.49613636	0.50549521	0.05
0.49946927500000005	0.502057135	0.50922932	0.05
0.49005594999999996	0.49531923	0.497793685	0.05
0.4998941800000001	0.50170218	0.5023820699999999	0.05
0.503244815	0.50183058	0.50050644	0.05
0.502336385	0.50461147	0.5039488750000001	0.05
0.5029177	0.504328255	0.5062833299999999	0.05
0.504582125	0.5017362000000001	0.49910946	0.05
0.49746816499999996	0.5034741599999999	0.5033519449999999	0.05
0.496500665	0.49620023999999996	0.495495735	0.05
0.4970908424999999	0.5027048475	0.5094557900000001	0.1
0.494366535	0.49824942499999997	0.5074321975	0.1
0.5017655825	0.5085736	0.5070913	0.1
0.5053332975	0.5020207725	0.4982280725	0.1
0.49933108	0.5023484375	0.49522911750000004	0.1
0.49791008	0.501227975	0.5095199225	0.1
0.5005511325	0.499281025	0.5007425575	0.1
0.492736695	0.49836664750000004	0.49764484500000006	0.1
0.5010406025	0.5039476425	0.5076279525	0.1
0.500256045	0.5015285725	0.49368021749999996	0.1
0.4977850625	0.4979113825	0.5158563700000001	0.1
0.502680625	0.5020710399999999	0.5087548150000001	0.1
0.49816544249999994	0.5012221674999999	0.5042310575	0.1
0.48930465	0.4935042825	0.5035717275	0.1
0.49986352	0.4991729449999999	0.5044993	0.1
0.5012013525000001	0.503060185	0.501030715	0.1
0.5008014999999999	0.5049763125	0.511085275	0.1
0.504752395	0.5027342825	0.504344075	0.1
0.4970403175	0.495246345	0.509604245	0.1
0.4988023875	0.5012132725	0.5011806225000001	0.1
0.4975047925	0.5043995875	0.50405728	0.1
0.49529133999999997	0.501471585	0.5060712325	0.1
0.49864661499999996	0.49796435250000004	0.5060170975	0.1
0.49776384	0.5019829975	0.50358214	0.1
0.4957739275	0.4987078925	0.504707255	0.1
0.4973846375	0.49955812750000006	0.5053910475	0.1
0.4953174225	0.5003477700000001	0.5058179625	0.1
0.500087315	0.50153401	0.50599444	0.1
0.5028275925	0.501473975	0.502610475	0.1
0.49655624249999997	0.495623545	0.5007656	0.1
0.49863030249999996	0.4967803775	0.49662577500000005	0.1
0.5025981	0.50430414	0.5058533224999999	0.1
0.4962669325	0.4993747	0.48754262000000004	0.1
0.49398398	0.49611989	0.5063785375000001	0.1
0.497613715	0.4996985275	0.4974903575	0.1
0.49547225999999994	0.5018767275	0.5020457650000001	0.1
0.4973610525	0.4972760425	0.5085313325	0.1
0.49319733749999994	0.497869735	0.504214555	0.1
0.5010383724999999	0.4994885475	0.5043554699999999	0.1
0.49599481749999996	0.498047895	0.5045321475	0.1
0.4961719575	0.49742393999999995	0.50541941	0.1
0.49668242500000004	0.4991266	0.5041863525	0.1
0.50003732	0.49949403000000003	0.4946501925	0.1
0.4934561575	0.49402658749999995	0.50466579	0.1
0.49705626499999994	0.5024545125000001	0.5009123475	0.1
0.4936774725	0.49904768749999995	0.506575495	0.1
0.49991509	0.5024326025	0.5070131325	0.1
0.492577815	0.4996797875	0.5062428375	0.1
0.5035846125000001	0.49922888249999997	0.5047544449999999	0.1
0.5019555975	0.49749036	0.496865045	0.1
0.500754257	0.5021894175	0.5079668055	0.5
0.499240134	0.5018044190000001	0.5092660465000001	0.5
0.49644475899999996	0.5006619125	0.506405837	0.5
0.504088977	0.5017022090000001	0.5025783185	0.5
0.49706914049999995	0.49865970899999995	0.49733789749999996	0.5
0.4978081	0.500598492	0.5070407539999999	0.5
0.498952366	0.5015873740000001	0.497383591	0.5
0.49979730299999997	0.5017116070000001	0.4971572475	0.5
0.4998542549999999	0.5039279495	0.5060513095	0.5
0.4970077825	0.5001261260000001	0.491483627	0.5
0.5024692074999999	0.4992562625	0.51506984	0.5
0.4998445105	0.4991789795	0.5036416195	0.5
0.4986015705	0.5014070755	0.503137485	0.5
0.49959279300000003	0.5018054209999999	0.507113241	0.5
0.5004530814999999	0.502064088	0.5076693445	0.5
0.49920901850000005	0.502376391	0.5042467025	0.5
0.4986779575	0.5017270755000001	0.50738387	0.5
0.5010950495	0.500632863	0.5036259505	0.5
0.5005224125000001	0.4978631375	0.507640769	0.5
0.49949520950000004	0.501617064	0.503951053	0.5
0.497351844	0.4991866935	0.501069485	0.5
0.4958369995	0.5008677284999999	0.5039044014999999	0.5
0.49964404249999994	0.499881096	0.5055247865000001	0.5
0.500118743	0.49784409550000003	0.5084314675000001	0.5
0.49548698449999995	0.502015436	0.503006413	0.5
0.49958639899999996	0.5009306465	0.5068631445	0.5
0.498604932	0.501685252	0.506329923	0.5
0.49910561600000003	0.498878993	0.5055847615	0.5
0.49973968050000006	0.503585501	0.50401193	0.5
0.5022820335	0.5000582389999999	0.502701295	0.5
0.5015027599999999	0.5011630745	0.4945903305	0.5
0.49610464	0.49961225049999997	0.5061114765	0.5
0.49870162700000004	0.499495327	0.48995247	0.5
0.49821757799999994	0.501097393	0.507925825	0.5
0.49797069400000005	0.4984706485	0.497982525	0.5
0.498667436	0.5026021605	0.504570278	0.5
0.5005255125000001	0.4996767125	0.5060917485	0.5
0.49924665599999996	0.5006041315	0.50694768	0.5
0.502332789	0.5005506095000001	0.5064448795000001	0.5
0.5025372455	0.5027326514999999	0.5049345885000001	0.5
0.5009255215	0.4989871895	0.5043886805	0.5
0.49920449850000004	0.5008653475	0.505364479	0.5
0.4948339305	0.49925121450000004	0.49716493649999993	0.5
0.493954829	0.49996245399999995	0.507649469	0.5
0.496058196	0.498747826	0.502498806	0.5
0.493567431	0.500408006	0.504787818	0.5
0.501554721	0.5004290505000001	0.5040849005	0.5
0.4990264889999999	0.500262149	0.5012291295	0.5
0.499406166	0.5024888975	0.5042825485	0.5
0.501515172	0.5028872265	0.49629370100000003	0.5
0.5006715927500001	0.50139290025	0.5015190507499999	1.0
0.49823658000000004	0.50132000925	0.51000740475	1.0
0.49820286025	0.49965747275	0.5013433037499999	1.0
0.50200586425	0.4991422474999999	0.49948465324999997	1.0
0.49798553324999995	0.50039880425	0.49433927599999994	1.0
0.49855582475000004	0.49967273874999996	0.5042810922500001	1.0
0.49880297625	0.4993667575	0.496928065	1.0
0.49777755074999996	0.49901630625	0.49364210375	1.0
0.500457745	0.49831297350000003	0.5037023707499999	1.0
0.501720046	0.4995884515	0.4936823625	1.0
0.499590836	0.50217682675	0.514816857	1.0
0.50223828325	0.503275559	0.50017739875	1.0
0.5001121155	0.49847567875	0.50322154675	1.0
0.49899581675000004	0.49912239599999997	0.5047865705	1.0
0.5001084505	0.50088259625	0.5018446335	1.0
0.49808163475000006	0.50090235725	0.5005170054999999	1.0
0.4969657635	0.49992071875	0.5053406364999999	1.0
0.49886202275	0.501792342	0.502406631	1.0
0.4996831275	0.500004382	0.503020699	1.0
0.49785508874999995	0.5002588145	0.50222604775	1.0
0.49857001725000005	0.50198101075	0.49837784825	1.0
0.49948564549999996	0.50044492625	0.50021908875	1.0
0.498895741	0.5017480175	0.50212417175	1.0
0.5007478435	0.5008502725	0.50463055025	1.0
0.49888472450000004	0.50192404475	0.49888832825	1.0
0.4988234745	0.50175510775	0.5037321772500001	1.0
0.4988582695	0.49984814425	0.5023007039999999	1.0
0.50084696275	0.5001036935000001	0.50092375875	1.0
0.500819095	0.49814263225	0.50079651625	1.0
0.49939109675000004	0.49945760375000003	0.50294772675	1.0
0.50060058925	0.49983062325	0.495619286	1.0
0.49616249475	0.49973781925	0.502439177	1.0
0.4986975625	0.49829937474999997	0.48815829825	1.0
0.49971427700000004	0.49989460624999993	0.503024366	1.0
0.49693193624999993	0.50126659525	0.4933869142499999	1.0
0.49911371125000004	0.500632645	0.501374985	1.0
0.497441399	0.49759153949999996	0.50062767125	1.0
0.50210074225	0.504511745	0.5039745959999999	1.0
0.499957757	0.501809171	0.5030640117499999	1.0
0.49781098274999996	0.50129542325	0.5021233355	1.0
0.49915875225000006	0.49913539225	0.5024343137499999	1.0
0.500674559	0.502675824	0.500172795	1.0
0.4985862135	0.49960198600000005	0.4937119059999999	1.0
0.49712052149999997	0.50112126425	0.50287741475	1.0
0.50061244225	0.50000420675	0.50001893025	1.0
0.50030902325	0.49794620375	0.50260594275	1.0
0.5000484709999999	0.4989286705	0.50105254725	1.0
0.49734247425	0.497200472	0.49853961474999997	1.0
0.4971289965	0.5014266905	0.5021247802500001	1.0
0.5011943482500001	0.501500413	0.4898189575	1.0
