top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	RBMback	PWMback
0.7452723101074749	0.5423409008573843	0.7279942035985992	0.46285412389807995	0.7445888177756309	0.5154800144910034	0.5590586885641831	0.3618741697862577	0.3922817292597513
0.7438389083444028	0.5569381717183914	0.7139620818741698	0.48259811616954473	0.7282320975727569	0.5159582176065692	0.5670565149136577	0.3873825624924526	0.40201787223765245
0.7379706557179085	0.5618572636155054	0.7044161333172322	0.4842422412752083	0.7317002777442339	0.5189940828402367	0.566498611278831	0.38483939137785295	0.3993358290061587
0.727221350078493	0.5582327013645695	0.7039155899046009	0.4854866562009419	0.727745441371815	0.5192440526506461	0.5708742905446202	0.39417522038401154	0.40783117980920175
0.7232333051563821	0.5492428450670209	0.7041408042506944	0.47565511411665257	0.713068469991547	0.4939958942156744	0.5524477720082115	0.3813591353701244	0.3861514309865958
0.7399547156140562	0.5415263857022099	0.7215173288250212	0.4531294529646178	0.723024996981041	0.4913053978988045	0.5470800627943485	0.35909250090568773	0.37238618524332817
0.7280618282816085	0.5546389324960753	0.6932308899891318	0.4846896510083324	0.7051370607414564	0.5039657046250453	0.5546564424586403	0.3903960874290545	0.3964038159642555
0.7280823572032362	0.5432490037435093	0.7099643762830576	0.47538823813549086	0.7232870426277019	0.515774664895544	0.5588956647747856	0.3797240671416495	0.40405989614780824
0.7428607656080184	0.5333812341504649	0.7173415046491969	0.4533003260475788	0.7459823692790726	0.49891558990460094	0.5334156502837821	0.3551883830455259	0.37684579157106635
0.7380908102886125	0.5711260717304674	0.7168168095640624	0.49853157831179806	0.7317147687477358	0.5206194903997101	0.5726856659823694	0.39810530129211447	0.4067805820553073
0.7383619128124623	0.5518633015336312	0.7117552227991789	0.4815185364086463	0.7258881777563096	0.513410216157469	0.5604745803646902	0.39044137181499816	0.39955681680956406
0.7405470353822001	0.5643551503441614	0.7017944692669968	0.4926578915589905	0.707410940707644	0.5053556333776115	0.5646081391136337	0.4005047699553194	0.4037229803163869
0.7368777925371331	0.5424701123052772	0.6961574689047216	0.4679392585436542	0.7280533751962323	0.5082647023306364	0.5421941794469267	0.3702119309262167	0.3938727206859075
0.7243545465523488	0.5505240912933221	0.7071428571428571	0.4780201666465403	0.7285146721410458	0.5076246830092984	0.551407438715131	0.38732399468663203	0.3970498732037193
0.7544511532423621	0.5460916555971501	0.7167286559594251	0.4657390411786016	0.7403634826711751	0.5028160850138872	0.5541251056635672	0.35816568047337277	0.3778456708127038
0.7486982248520709	0.5559618403574447	0.706785412389808	0.4856985871271585	0.7167359014611763	0.5278867286559594	0.570411182224369	0.3839983093829248	0.41436179205409973
0.7429175220384011	0.5613518898683735	0.7114992150706436	0.47883830455259024	0.7223729018234513	0.5145682888540031	0.5708259871996135	0.38474640743871513	0.39785170873082965
0.7340611037314333	0.5457957976089844	0.712087912087912	0.4750320009660669	0.7275099625649076	0.49523608259871993	0.5495326651370607	0.38496739524212054	0.3885919574930564
0.7521452723101075	0.565425673227871	0.7258742905446202	0.48311315058567805	0.7311037314334018	0.5036408646298757	0.5728909551986475	0.382759932375317	0.38623113150585675
0.7579489192126555	0.5676162299239222	0.7079000120758362	0.4878172925975124	0.7348085979954112	0.5218512256973795	0.5779899770559112	0.3885442579398623	0.3997319164352131
0.7582393430745079	0.5522461055428088	0.7147518415650285	0.47153483878758606	0.7306979833353461	0.5005349595459485	0.5525262649438474	0.3766574085255404	0.392247313126434
0.7385937688684941	0.5446661031276416	0.7147234633498369	0.4711025238497766	0.7354703538220021	0.5131034899166766	0.5654196353097451	0.36433945175703414	0.3863458519502475
0.7366133317232217	0.5357770800627943	0.711261321096486	0.46953749547156143	0.7123511653181983	0.49996981040937083	0.5426174375075474	0.3745338727206859	0.39218934911242603
0.7242754498249004	0.5446848206738316	0.703777925371332	0.47477055911121846	0.7255681680956405	0.5083033450066418	0.5594740973312402	0.3741788431348871	0.3919731916435213
0.7320927424224127	0.5522430865837459	0.6984971621784808	0.47855029585798814	0.7116543895664775	0.5126095882139838	0.5599281487743026	0.38096667069194545	0.39948798454292955
0.7339131747373506	0.544149861127883	0.7137060741456346	0.475931046975003	0.7278939741577104	0.5156937567926579	0.5521814998188626	0.3745205893008091	0.40100470957613815
0.7456593406593407	0.5637652457432678	0.7090973312401884	0.4806049993962082	0.7119212655476391	0.5227231010747494	0.5769188503803888	0.39070583262890957	0.4098430141287285
0.7601177394034537	0.5770009660669002	0.7258730829609951	0.49981946624803764	0.7289844221712354	0.527301050597754	0.577098176548726	0.3913464557420601	0.40577345731191883
0.7510807873445235	0.5782574568288854	0.7003411423741094	0.5020009660669001	0.7243835285593527	0.5243642072213501	0.5843623958459123	0.40145513826832513	0.4081366984663688
0.7409727086100713	0.5657909672744839	0.7181240188383046	0.4858332327013646	0.7351443062432073	0.5268759811616954	0.574378698224852	0.3849317715251781	0.4034959545948557
0.7302759328583504	0.557192368071489	0.7183601014370246	0.4799372056514914	0.7257022098780341	0.510625528317836	0.5624103369158314	0.3845054945054945	0.39837700760777683
