top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	RBMback	PWMback
0.7235134645574206	0.5463090206496799	0.6708797246709335	0.46952964617799786	0.7088262287163386	0.5013512860765608	0.5503091414080425	0.3871036106750393	0.41075957010022945
0.7057951938171718	0.5741293322062553	0.6540357444753049	0.5155005434126313	0.707134404057481	0.5220903272551625	0.5762015457070402	0.43093225455862816	0.4353483878758604
0.7307650042265427	0.5668747735780703	0.6333256853037073	0.4955216761260718	0.7032520227025721	0.5049378094433039	0.5698973553918608	0.4138407197198406	0.42057118705470353
0.7171054220504771	0.5605681680956407	0.6420746286680352	0.5008018355271102	0.7214684216882019	0.5272527472527473	0.5740629151068712	0.41400736626011353	0.4358724791691825
0.7196341021615746	0.5578825021132713	0.647825141891076	0.49331240188383046	0.703324477720082	0.5132665137060741	0.5626198526747977	0.41307752686873567	0.42568530370728175
0.7188020770438353	0.5733111943002053	0.6612027532906654	0.5043859437266031	0.7162419997584832	0.5160318802077044	0.583585315783118	0.41659763313609466	0.4219285110493902
0.6968143943968119	0.5620655717908465	0.6536613935515034	0.5006804733727811	0.6969858712715855	0.5142410336915831	0.5578299722255766	0.4213434367829973	0.42950851346455743
0.7186680352614419	0.5570516845791571	0.6465891800507185	0.4969031517932616	0.7113271344040575	0.5012884917280522	0.5599027895181741	0.4085895423258061	0.41404057480980555
0.724730708851588	0.5465203477840841	0.661042748460331	0.4791353701243811	0.7259002535925614	0.4872515396691221	0.5521054220504771	0.39451455138268327	0.39668518294891925
0.728356478686149	0.5860505977538945	0.6474544137181499	0.5162679628064244	0.7191462383770076	0.523861852433281	0.585389445719116	0.43383226663446445	0.4339500060379181
0.7204872599927545	0.5660548242965826	0.6555150344161333	0.5106013766453328	0.7107921748581089	0.5274338847965222	0.5744119067745441	0.42959364811013157	0.44013766453326897
0.7194384736142978	0.5691758241758242	0.6526723825624925	0.5111689409491608	0.705992029948074	0.5042736384494626	0.5777665740852553	0.4219665499335829	0.41678178963893253
0.7210330877913296	0.546647747856539	0.6521609708972347	0.4897367467697138	0.7156104335225215	0.5172756913416254	0.5547071609708972	0.3950525298876947	0.42278589542325806
0.7247156140562734	0.5590188383045527	0.6585750513223041	0.49285231252264217	0.7270981765487259	0.5039584591232943	0.5568331119430021	0.40606991909189716	0.4108803284627461
0.7280841685786741	0.5503544257939862	0.6664110614660065	0.48765004226542685	0.7209624441492573	0.503250815118947	0.5545175703417462	0.39164231373022584	0.4045175703417461
0.717832387392827	0.5448430141287284	0.6490490278951817	0.4846371211206376	0.7018922835406352	0.5026216640502356	0.5508658374592441	0.3990967274483759	0.41792054099746406
0.7122430865837459	0.5791015577828765	0.6467672986354305	0.5083401763072093	0.6889651008332327	0.5313223040695568	0.5906599444511531	0.42477720082115683	0.44435213138509844
0.7240755947349353	0.5606086221470836	0.6534989735539185	0.4976657408525541	0.7040562733969328	0.5065789155899046	0.5579289940828402	0.41419393793020165	0.4203900495109286
0.7392814877430263	0.577003985025963	0.666704504286922	0.5030926216640502	0.7169605120154572	0.4909998792416374	0.5782200217365052	0.41266151430986603	0.4024610554280884
0.7463826832508151	0.5661182224369038	0.6593950006037919	0.4850615867648835	0.7148375800024152	0.49953266513706074	0.5641999758483275	0.4125117739403454	0.4119248882985147
0.7250966066900133	0.5510022944088879	0.657960995048907	0.48382562492452597	0.7009769351527594	0.49096606690013284	0.5488111339210241	0.4045368916797488	0.4073082960995049
0.7218717546190073	0.5770100229440889	0.6547645211930926	0.5108972346334983	0.705606810771646	0.5236469025480014	0.587185122569738	0.4208531578311798	0.4324501871754619
0.7160795797608984	0.538712715855573	0.6682526264943847	0.477425431711146	0.7107088515879724	0.4808127037797367	0.5435213138509842	0.3937362637362637	0.39424465644245865
0.7338642676005314	0.5782055307330033	0.647680231856056	0.5130382804009177	0.7006726240792175	0.5198575051322304	0.583327496679145	0.42131083202511777	0.4307366260113513
0.7168083564786861	0.5584078009902186	0.6602173650525299	0.4953912570945538	0.7146008936118826	0.5240961236565632	0.5758090810288612	0.40972346334983695	0.4335092380147325
0.7158718753773698	0.5527394034536892	0.653770679869581	0.4957408525540393	0.7036130902064969	0.5106822847482189	0.5605548846757638	0.40603550295857993	0.421352493660186
0.7232628909551987	0.5695797608984422	0.6474858108924043	0.49638751358531574	0.6826796280642435	0.5094940224610554	0.5676935152759328	0.42516362758121	0.42912450187175466
0.7431898321458762	0.5667552227991788	0.6622352372901823	0.49848206738316636	0.7188238135490883	0.5068119792295617	0.5687736988286438	0.40694843617920534	0.4152771404419756
0.746359739161937	0.5816688805699795	0.63887332447772	0.5148460330877913	0.7286088636638087	0.5265294046612728	0.5739741577104215	0.4218379422775027	0.42875015094795316
0.7249402246105543	0.5699317715251782	0.6606641709938413	0.49929899770559116	0.7132483999516966	0.5209370848931288	0.5823535804854487	0.41194300205289214	0.4270377973674677
0.7034017630720928	0.555876101920058	0.6569266996739525	0.4860342953749547	0.6882429658253834	0.49105784325564544	0.5518077526868735	0.39655778287646415	0.4036601859678783
0.7157553435575413	0.5509056877188745	0.655644245864026	0.4796298756188866	0.7146938775510204	0.48549571307813066	0.5486511290906895	0.3923940345368916	0.39477478565390656
0.7291728052167613	0.5758145151551746	0.6797234633498369	0.502542567322787	0.7280775268687356	0.5192669967395243	0.5847276898925251	0.4137610192005796	0.4186632049269412
0.7035647868614902	0.5725075473976573	0.6477297427846878	0.5120051926095882	0.7100664170993841	0.5143014128728414	0.5820021736505253	0.4286239584591233	0.42514913657770803
0.731869339451757	0.5591039729501268	0.6745984784446324	0.4919357565511412	0.7199021857263614	0.5018095640623113	0.5642579398623355	0.40276295133437995	0.4067431469629271
0.7411085617679025	0.562756913416254	0.6629277864992151	0.4966731071126676	0.7299649800748702	0.5065921990097815	0.5659213863060018	0.396138147566719	0.4071802922352372
0.7294819466248037	0.568276778166888	0.6615082719478325	0.5050368313005675	0.6974302620456467	0.522909068953025	0.5750060379181259	0.41501811375437747	0.43230044680594126
0.721865112909069	0.5506442458640262	0.6400658133075716	0.48338606448496557	0.7081874169786258	0.5031554160125589	0.556915831421326	0.4050452843859437	0.4192283540635189
0.7140236686390533	0.5710723342591475	0.6730793382441734	0.5008392706194904	0.7059497645211932	0.5049426397778045	0.5718898683733848	0.41579579760898444	0.4149269411906774
0.7384349716217848	0.5642386185243328	0.6665771042144668	0.48892826953266516	0.7113476633256852	0.5196920661755826	0.5728994082840237	0.40682586644125107	0.4301219659461417
0.7194620214949885	0.5568965100833232	0.6636221470836856	0.489643762830576	0.6964243448858833	0.48965221591595215	0.5597138026808356	0.4052421205168458	0.40553435575413593
0.7264744596063277	0.5654612969448134	0.6747035382200217	0.5043642072213501	0.725797608984422	0.5085376162299239	0.5704407680231856	0.41407800990218574	0.4149438473614298
