top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	RBMback	PWMback
0.7750561854498623	0.6681396934420847	0.7821772177470265	0.5621322693871367	0.7766218024797353	0.5482942349940658	0.678896997550567	0.41908032625438757	0.3880962601954496
0.7160930279538396	0.607610918916189	0.7500441908032626	0.5351885053407742	0.7380369182596399	0.5547334663266079	0.6297568243226181	0.3959243453448145	0.3864296356152623
0.7569758339435873	0.6729123001944396	0.7295775359208101	0.5650362364586753	0.7304866038736396	0.5794045604908967	0.6798565692785535	0.4297113709249767	0.42322163581727734
0.7372036059695461	0.6657155122345395	0.7250069442690841	0.6000606045301886	0.7114719325269564	0.5790510340647963	0.6621549960859574	0.4646347314461756	0.4464533723895861
0.7605868538673266	0.6940733819853034	0.7476326355395065	0.595843539304563	0.74955177899548	0.559859599505063	0.6835938486401858	0.45885204919067696	0.4000404030201258
0.7640968662407515	0.6619529809853286	0.7144011514860735	0.5371834044594834	0.7533900659074266	0.5721320168682609	0.6638216206661449	0.4030958814171359	0.42190853766319036
0.7842478725284715	0.6624580187369006	0.7566223075174869	0.5613242089846217	0.7586677104113533	0.5847327087699805	0.6833413297643999	0.40723719098002575	0.4063786268023535
0.7751445670563875	0.6622307517486932	0.7244008989671977	0.5386985177141992	0.7498800535340017	0.5779399510113381	0.6797303098406606	0.4233983990303275	0.4224893310774981
0.7933133001691877	0.6819524759475771	0.7562182773162294	0.5625362995883942	0.7782379232847655	0.539329814903664	0.6807151334562258	0.4264033736521805	0.3856468271003257
0.7456882401959546	0.6460695436983914	0.7048559379813641	0.5396075856670286	0.7579354056715739	0.5217292492613823	0.6405393803186789	0.4278174793565819	0.37491477487942226
0.7666473068861898	0.6576854119845459	0.731521931264362	0.5377894497613697	0.7590212368374536	0.5427893235019319	0.661245928133128	0.422741849953284	0.4062271154768819
0.7886669528547259	0.6182672154743567	0.7758137420772202	0.46546804373626927	0.7826570036110199	0.5486982651953234	0.6286709931567385	0.3296381404509987	0.37791974950127516
0.7578343981212596	0.6469028559884852	0.7727330117926315	0.5579657079366683	0.7610413878437414	0.5427388197267745	0.649731067397288	0.40322214085502894	0.37685917022297416
0.7675816267265978	0.6602358526299841	0.7015984444837252	0.5516274841544405	0.7343753945607434	0.5795055680412111	0.6588469988131613	0.43897881366632147	0.4390293174414788
0.7341481275725362	0.6305648847251333	0.7649301785308452	0.5684704931693644	0.7655614757203102	0.5284715032448676	0.6526350344688265	0.41943385268048783	0.37524304941794395
0.7376833918335395	0.6071311330521957	0.7423297391480014	0.49276533420873214	0.7430872957753593	0.5425620565137244	0.6251231029519457	0.36554632458776304	0.39632837554607203
