top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	PWM	RBMback	PWMback	top RBM_R	diffRBM_R	top RBM (lin)_R	diffRBM (lin)_R	top PWM_R	diffPWM_R	Normal RBM_R	PWM_R	RBMback_R	PWMback_R	top RBM (negatives)	diffRBM (negatives)	difference of top RBM	diffRBM (negatives,lin)	top RBM (negatives,lin)	difference of top RBM (lin)	difference of normal RBM	Normal RBM + V	diffRBM + V	Top RBM + V	Calis method	top PWM (negatives)	diffPWM (negatives)	Difference of PWM	difference of diffRBM	Deep classifier	Linear classifier
0.7216349541930938	0.6927413671599718	0.6476391825229035	0.6272022551092319	0.6272022551092319	0.6391825229034531	0.6983791402396055	0.5997181113460183	0.539816772374912	0.5919661733615221	0.7775069767441861	0.9262325581395348	0.6872046511627907	0.9160186046511628	0.4546232558139534	0.9026186046511628	0.9168976744186046	0.9082604651162792	0.927813953488372	0.9146325581395348	0.6067653276955604	0.5377026074700493	0.715292459478506	0.551092318534179	0.5933756166314306	0.715292459478506	0.7350246652572234	0.6490486257928119	0.6680761099365751	0.7033121916842846	0.5673009161381255	0.6624383368569415	0.5151515151515151	0.7019027484143763	0.715292459478506	0.7568710359408034	0.6835799859055673
0.631430584918957	0.6152219873150105	0.5609584214235377	0.5806906272022552	0.5250176180408739	0.5644820295983086	0.6490486257928118	0.4954193093727976	0.3953488372093023	0.5588442565186751	0.7253441860465116	0.894	0.665120930232558	0.8874558139534885	0.4701627906976744	0.8718418604651164	0.8770093023255814	0.8659255813953488	0.9600511627906976	0.8776	0.5644820295983086	0.4975334742776603	0.6356589147286822	0.5102184637068358	0.5489781536293165	0.6356589147286822	0.627906976744186	0.5665961945031712	0.5757575757575758	0.5926708949964764	0.4460887949260042	0.5968992248062016	0.5384073291050037	0.591261451726568	0.6356589147286822	0.649753347427766	0.6152219873150105
0.6603241719520789	0.5933756166314305	0.5792811839323467	0.5602536997885834	0.579985905567301	0.6152219873150107	0.6145172656800564	0.5792811839323466	0.5743481324876674	0.5863284002818887	0.738279069767442	0.8996186046511628	0.6577790697674418	0.8899999999999999	0.4338511627906977	0.9143813953488372	0.8902837209302326	0.9139162790697676	0.9677255813953488	0.9491348837209304	0.6539816772374913	0.4467935165609584	0.686398872445384	0.4721634954193094	0.6518675123326287	0.686398872445384	0.6920366455250175	0.631430584918957	0.6370683579985905	0.6511627906976745	0.6377730796335447	0.6878083157152926	0.5665961945031712	0.6737138830162086	0.686398872445384	0.7138830162085975	0.6856941508104297
0.6032417195207893	0.6243833685694151	0.6448202959830868	0.646229739252995	0.6342494714587738	0.6455250176180409	0.6441155743481325	0.5870331219168429	0.4904862579281184	0.6039464411557435	0.7618279069767442	0.9348372093023256	0.6995348837209302	0.9322697674418604	0.4576325581395348	0.9232697674418604	0.9294232558139536	0.9126837209302324	0.9792488372093022	0.9385488372093024	0.6835799859055673	0.4150810429880197	0.7011980267794221	0.4608879492600423	0.7054263565891472	0.7011980267794221	0.715292459478506	0.7434813248766737	0.6708949964763918	0.7117688513037351	0.5750528541226216	0.7110641296687807	0.5546159267089499	0.7477096546863989	0.7011980267794221	0.7336152219873151	0.7272727272727273
0.5961945031712474	0.5334742776603241	0.5835095137420718	0.4792107117688514	0.631430584918957	0.5116279069767442	0.4975334742776602	0.4341085271317829	0.4975334742776603	0.4319943622269203	0.6986139534883722	0.8768139534883721	0.648860465116279	0.8776255813953489	0.4575441860465116	0.905693023255814	0.8669441860465117	0.8917906976744187	0.963893023255814	0.910213953488372	0.5736434108527132	0.4432699083861875	0.6166314305849189	0.4933051444679351	0.525722339675828	0.6166314305849189	0.5961945031712473	0.5919661733615222	0.5856236786469344	0.5983086680761098	0.5905567300916138	0.5482734319943623	0.5863284002818887	0.5997181113460184	0.6166314305849189	0.6455250176180409	0.5750528541226216
0.6673713883016208	0.6469344608879493	0.6370683579985905	0.591261451726568	0.6152219873150104	0.6391825229034531	0.6863988724453841	0.5799859055673009	0.5320648343904157	0.5919661733615222	0.7947860465116279	0.9602837209302324	0.6999813953488372	0.9586883720930232	0.4550418604651163	0.9499906976744188	0.9552976744186046	0.943493023255814	0.9833953488372094	0.9514976744186048	0.6955602536997886	0.4552501761804087	0.7603946441155743	0.5066948555320648	0.6187455954897816	0.7603946441155743	0.7223396758280479	0.657505285412262	0.6708949964763918	0.7138830162085976	0.6272022551092318	0.6948555320648344	0.5158562367864693	0.6878083157152926	0.7603946441155743	0.7286821705426356	0.6793516560958422
0.7773079633544749	0.7258632840028189	0.6983791402396052	0.6617336152219874	0.6856941508104298	0.6765327695560253	0.689922480620155	0.623678646934461	0.5426356589147288	0.6081747709654686	0.7997348837209303	0.9418325581395348	0.7309581395348838	0.9384325581395347	0.525306976744186	0.9333116279069767	0.9264651162790698	0.9259767441860464	0.9802976744186046	0.9319348837209304	0.6631430584918957	0.4904862579281183	0.766737138830162	0.5553206483439042	0.634954193093728	0.766737138830162	0.7364341085271318	0.7040169133192389	0.6208597603946441	0.6659619450317125	0.5165609584214235	0.6448202959830867	0.4559548978153629	0.7068357998590556	0.766737138830162	0.7061310782241014	0.6596194503171247
0.7131782945736435	0.7906976744186046	0.7547568710359408	0.7857646229739254	0.740662438336857	0.7773079633544748	0.8076109936575052	0.733615221987315	0.5701198026779422	0.6849894291754757	0.7781209302325581	0.9647488372093024	0.7193581395348838	0.9664186046511628	0.4764046511627907	0.9580093023255812	0.9612837209302324	0.9533953488372092	0.9824744186046512	0.9601813953488372	0.6201550387596899	0.522198731501057	0.6849894291754757	0.6286116983791402	0.591261451726568	0.6849894291754757	0.7033121916842847	0.6814658210007046	0.6878083157152926	0.6927413671599718	0.5130373502466525	0.6779422128259338	0.4207188160676532	0.7470049330514447	0.6849894291754757	0.7780126849894291	0.7364341085271318
0.7758985200845666	0.7244538407329105	0.6596194503171248	0.6800563777307963	0.5997181113460183	0.6053558844256518	0.7399577167019028	0.5792811839323467	0.6060606060606061	0.5482734319943622	0.7877209302325582	0.9358325581395348	0.6974279069767442	0.9296046511627908	0.4706558139534884	0.8880465116279069	0.908186046511628	0.8829767441860464	0.9774883720930232	0.9222697674418604	0.5708245243128964	0.5306553911205074	0.7470049330514447	0.587737843551797	0.5236081747709656	0.7470049330514447	0.7385482734319944	0.6589147286821706	0.525722339675828	0.5609584214235377	0.5563777307963353	0.6201550387596899	0.5602536997885834	0.6631430584918956	0.7470049330514447	0.6814658210007047	0.6497533474277659
0.5905567300916138	0.64200140944327	0.6011275546159267	0.6356589147286822	0.642706131078224	0.6560958421423537	0.6434108527131782	0.602536997885835	0.4841437632135306	0.5856236786469345	0.6800186046511629	0.8814883720930233	0.6589023255813954	0.8863116279069767	0.4948744186046512	0.9110697674418604	0.8717023255813954	0.909153488372093	0.9695348837209302	0.9234093023255814	0.7230443974630021	0.4178999295278365	0.7033121916842847	0.4897815362931642	0.6723044397463002	0.7033121916842847	0.7047216349541932	0.6645525017618041	0.6053558844256518	0.6286116983791403	0.4778012684989429	0.6878083157152924	0.558139534883721	0.7138830162085976	0.7033121916842847	0.7477096546863988	0.7026074700493304
