	Unnamed: 0	top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	PWM	RBMback	PWMback	top RBM_R	diffRBM_R	top RBM (lin)_R	diffRBM (lin)_R	top PWM_R	diffPWM_R	Normal RBM_R	PWM_R	RBMback_R	PWMback_R	top RBM (negatives)	diffRBM (negatives)	difference of top RBM	diffRBM (negatives,lin)	top RBM (negatives,lin)	difference of top RBM (lin)	difference of normal RBM	Normal RBM + V	diffRBM + V	Top RBM + V	Calis method	top PWM (negatives)	diffPWM (negatives)	Difference of PWM	difference of diffRBM	Deep classifier	Linear classifier	top RBM_HPP	diffRBM_HPP	backRBM_HPP
0	0	0.7195207892882312	0.6800563777307963	0.6250880902043693	0.6222692036645525	0.6272022551092319	0.6391825229034531	0.6941508104298802	0.5919661733615221	0.539816772374912	0.5919661733615221	0.7773302325581395	0.9184	0.7024418604651164	0.9146604651162792	0.4546232558139534	0.9026186046511628	0.920586046511628	0.9051116279069767	0.9306452209302325	0.9146325581395348	0.6060606060606061	0.5412262156448203	0.7110641296687807	0.5433403805496829	0.5976039464411558	0.7110641296687807	0.7216349541930936	0.686398872445384	0.6328400281888653	0.6835799859055673	0.5673009161381255	0.6497533474277661	0.5144467935165611	0.6807610993657506	0.7110641296687807	0.7575757575757576	0.6842847075405214	0.7661231834767099	0.7096107674596868	0.4872715536369871
1	1	0.6208597603946441	0.609584214235377	0.6004228329809724	0.5884425651867513	0.5250176180408739	0.5644820295983086	0.6469344608879493	0.500352360817477	0.3953488372093023	0.5588442565186751	0.721553488372093	0.8895255813953487	0.6873302325581395	0.887860465116279	0.4701627906976744	0.8718418604651164	0.8815813953488371	0.8596046511627906	0.8733661279069765	0.8776	0.5673009161381255	0.4947145877378435	0.6286116983791402	0.5116279069767442	0.5630725863284003	0.6286116983791402	0.623678646934461	0.6152219873150105	0.569415081042988	0.5997181113460183	0.4460887949260042	0.6018322762508809	0.5341789992952785	0.5813953488372093	0.6286116983791402	0.6342494714587738	0.6011275546159268	0.7152420013866984	0.6541965452633178	0.4586387650690863
2	2	0.6518675123326286	0.5828047921071178	0.5687103594080338	0.5482734319943622	0.579985905567301	0.6152219873150107	0.5863284002818887	0.572938689217759	0.5743481324876674	0.5863284002818887	0.7137209302325581	0.8939162790697674	0.6749395348837209	0.8914093023255815	0.4338511627906977	0.9143813953488372	0.892153488372093	0.9116232558139534	0.9659287325581395	0.9491348837209304	0.656800563777308	0.4411557434813248	0.6638477801268499	0.4651162790697675	0.6412966878083157	0.6638477801268499	0.6645525017618041	0.6215644820295984	0.6363636363636365	0.6469344608879493	0.6377730796335447	0.6878083157152924	0.5750528541226215	0.6638477801268499	0.6638477801268499	0.7167019027484143	0.6871035940803383	0.6986248417915993	0.6805665666830231	0.5355568982615606
3	3	0.5828047921071178	0.6145172656800564	0.657505285412262	0.6469344608879491	0.6342494714587738	0.6455250176180409	0.5898520084566596	0.5863284002818887	0.4904862579281184	0.6039464411557435	0.7425069767441861	0.929060465116279	0.7128790697674419	0.932972093023256	0.4576325581395348	0.9232697674418604	0.9236511627906976	0.9120976744186048	0.9516728488372093	0.9385488372093024	0.642706131078224	0.4312896405919662	0.6737138830162086	0.4559548978153628	0.7011980267794222	0.6737138830162086	0.6871035940803383	0.7392529950669485	0.6948555320648344	0.6828752642706131	0.5750528541226216	0.7004933051444681	0.5588442565186751	0.7625088090204369	0.6737138830162086	0.7307963354474982	0.7357293868921776	0.7281081324512755	0.6866108547147276	0.5466582257578757
4	4	0.5736434108527131	0.507399577167019	0.6074700493305145	0.4862579281183932	0.631430584918957	0.5116279069767442	0.4947145877378435	0.4496124031007752	0.4975334742776603	0.4319943622269203	0.7072372093023257	0.876893023255814	0.679646511627907	0.8805813953488372	0.4575441860465116	0.905693023255814	0.867753488372093	0.8925813953488372	0.9136667209302325	0.910213953488372	0.53276955602537	0.4651162790697674	0.5792811839323467	0.5017618040873855	0.5151515151515151	0.5792811839323467	0.5680056377730796	0.5983086680761099	0.5757575757575757	0.5813953488372093	0.5905567300916138	0.5313601127554616	0.5694150810429881	0.5961945031712474	0.5792811839323467	0.6539816772374911	0.5856236786469344	0.6823332467037766	0.6232043522439088	0.458029152565908
5	5	0.6976744186046512	0.6659619450317125	0.6405919661733616	0.5990133897110641	0.6152219873150104	0.6391825229034531	0.6631430584918957	0.5821000704721635	0.5320648343904157	0.5919661733615222	0.7901581395348837	0.9582093023255812	0.7299441860465117	0.959632558139535	0.4550418604651163	0.9499906976744188	0.951320930232558	0.9439255813953488	0.9576704534883719	0.9514976744186048	0.6546863988724453	0.4552501761804088	0.7272727272727273	0.4989429175475687	0.6272022551092318	0.7272727272727273	0.696969696969697	0.7209302325581395	0.6955602536997886	0.7505285412262156	0.6272022551092318	0.7019027484143763	0.5320648343904157	0.7167019027484144	0.7272727272727273	0.722339675828048	0.6624383368569414	0.7776244299102774	0.7870582948113274	0.5641474666484025
6	6	0.7216349541930938	0.689922480620155	0.6990838618745596	0.6582100070472163	0.6856941508104298	0.6765327695560253	0.6948555320648344	0.6300211416490487	0.5426356589147288	0.6081747709654686	0.785153488372093	0.9395023255813956	0.7516558139534883	0.9394046511627908	0.525306976744186	0.9333116279069767	0.9273209302325582	0.9266976744186046	0.9376945697674419	0.9319348837209304	0.6222692036645525	0.5130373502466525	0.7110641296687809	0.5553206483439042	0.6448202959830867	0.7110641296687809	0.7329105003523608	0.6842847075405214	0.6730091613812543	0.6955602536997886	0.5165609584214235	0.6434108527131783	0.4425651867512333	0.6885130373502466	0.7110641296687809	0.7054263565891473	0.6708949964763918	0.7214246777896516	0.7369870365279625	0.6244521931507607
7	7	0.7561663143058491	0.8090204369274137	0.7448907681465822	0.7892882311486963	0.740662438336857	0.7773079633544748	0.8259337561663143	0.7343199436222692	0.5701198026779422	0.6849894291754757	0.7954651162790697	0.964893023255814	0.7327581395348838	0.9660790697674418	0.4764046511627907	0.9580093023255812	0.9632	0.9521302325581396	0.9568341279069766	0.9601813953488372	0.6194503171247359	0.5158562367864694	0.7033121916842847	0.6250880902043693	0.5884425651867513	0.7033121916842847	0.6871035940803382	0.7329105003523607	0.7138830162085977	0.7202255109231853	0.5130373502466525	0.6842847075405214	0.4348132487667371	0.7406624383368569	0.7033121916842847	0.7857646229739254	0.7399577167019028	0.8112441255309187	0.7978284284428916	0.5541891332759764
8	8	0.7688513037350246	0.7209302325581395	0.6553911205073996	0.6730091613812543	0.5997181113460183	0.6053558844256518	0.7399577167019027	0.5757575757575757	0.6060606060606061	0.5482734319943622	0.7894093023255815	0.9340976744186046	0.707767441860465	0.9301534883720932	0.4706558139534884	0.8880465116279069	0.9080511627906976	0.8837581395348837	0.9450556860465117	0.9222697674418604	0.5835095137420719	0.536293164200141	0.7131782945736435	0.5990133897110641	0.5052854122621564	0.7131782945736435	0.7350246652572234	0.5680056377730796	0.5334742776603242	0.5736434108527131	0.5563777307963353	0.5961945031712473	0.5229034531360113	0.6215644820295984	0.7131782945736435	0.6856941508104297	0.6441155743481325	0.7556422580853992	0.740971214280554	0.5979726338168638
9	9	0.6067653276955602	0.6145172656800564	0.6398872445384073	0.6420014094432699	0.642706131078224	0.6560958421423537	0.6236786469344608	0.6138125440451023	0.4841437632135306	0.5856236786469345	0.6961069767441861	0.8819906976744186	0.6712511627906976	0.8852325581395349	0.4948744186046512	0.9110697674418604	0.870646511627907	0.9062604651162792	0.9186037790697673	0.9234093023255814	0.7054263565891472	0.4496124031007752	0.6856941508104298	0.4989429175475687	0.6687808315715292	0.6856941508104298	0.689922480620155	0.6553911205073996	0.6673713883016208	0.6997885835095138	0.4778012684989429	0.6490486257928119	0.5398167723749119	0.6969696969696969	0.6856941508104298	0.7455954897815363	0.7082452431289641	0.6718422353803242	0.6553125653826415	0.5507993218500695
