top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	PWM	RBMback	PWMback	top RBM_R	diffRBM_R	top RBM (lin)_R	diffRBM (lin)_R	top PWM_R	diffPWM_R	Normal RBM_R	PWM_R	RBMback_R	PWMback_R	top RBM (negatives)	diffRBM (negatives)	difference of top RBM	diffRBM (negatives,lin)	top RBM (negatives,lin)	difference of top RBM (lin)	difference of normal RBM	Normal RBM + V	diffRBM + V	Top RBM + V	Calis method	top PWM (negatives)	diffPWM (negatives)	Difference of PWM	difference of diffRBM
0.6178924399948659	0.46694904376845076	0.5890129636760365	0.3750481324605314	0.5727121037094083	0.3717109485303556	0.47760236169939674	0.45578231292517	0.4000128353228084	0.34822230779104096	0.4798816326530613	0.8152244897959184	0.2502163265306122	0.8383755102040816	0.29069387755102044	0.8344530612244897	0.8213102040816327	0.837138775510204	0.9291959183673469	0.861195918367347	0.603901938133744	0.34129123347452184	0.6417661404184315	0.3464253625978693	0.5992812219227314	0.6417661404184315	0.6522911051212938	0.6127583108715184	0.6127583108715184	0.6390707226286741	0.6578744705429342	0.6119881915030163	0.6798870491592864	0.6286741111538955	0.6417661404184315
0.6670517263509176	0.6005647542035683	0.6311128224874856	0.5827236554999358	0.6250802207675523	0.5333076626877166	0.5665511487613913	0.5990245154665639	0.5757925811834167	0.4878706199460916	0.5483265306122449	0.9011265306122449	0.2678857142857143	0.9035142857142857	0.3219714285714286	0.9014979591836735	0.8804081632653061	0.8959061224489796	0.955869387755102	0.9142693877551021	0.5816968296752664	0.48966756513926324	0.6854062379668848	0.5284302400205365	0.5811834167629315	0.6854062379668848	0.6570401745603902	0.6219997432935438	0.5737389295340777	0.6137851366961878	0.5868309587986138	0.5937620331151329	0.5530740598126043	0.6386856629444231	0.6854062379668848
0.7200616095494802	0.5852907200616095	0.6945193171608266	0.47426517776922095	0.6913104864587344	0.3945578231292517	0.5471698113207547	0.4723398793479656	0.48183801822615835	0.32447696059555897	0.5773918367346937	0.8718571428571428	0.31832244897959183	0.8826489795918366	0.37424897959183673	0.8608122448979592	0.8381591836734694	0.8549020408163266	0.9336571428571429	0.8568571428571429	0.6154537286612758	0.3849313310229752	0.7440636632011295	0.4304967269926839	0.5506353484790143	0.7440636632011295	0.6712873828776793	0.6735977409831857	0.5846489539211911	0.6139134899242716	0.5295854190732897	0.5831087151841868	0.701707097933513	0.6850211782826338	0.7440636632011295
0.5954306250802208	0.5120010268258246	0.5960723912206393	0.5014760621229624	0.5979976896418945	0.5021178282633808	0.5779745860608393	0.5716852778847388	0.5189321011423438	0.44949300474906945	0.4722816326530612	0.8814816326530612	0.2099265306122449	0.8893102040816326	0.2703020408163265	0.9034408163265306	0.8805061224489796	0.9031183673469388	0.9520571428571428	0.9282204081632651	0.5955589783083045	0.4244641252727506	0.6533179309459634	0.4470542934154794	0.6218713900654602	0.6533179309459634	0.6997817995122577	0.67513797972019	0.5389552047233988	0.6302143498908997	0.6062122962392504	0.6561417019638043	0.6008214606597356	0.664099602104993	0.6533179309459634
0.6639712488769092	0.5487100500577589	0.6148119625208573	0.5141830317032473	0.610062893081761	0.5258631754588627	0.6031318187652419	0.5810550635348478	0.5113592606854062	0.46759080990886914	0.5493265306122449	0.8676612244897959	0.2585142857142857	0.8680244897959184	0.320534693877551	0.8764734693877549	0.875591836734694	0.8718897959183673	0.9393306122448979	0.8952081632653062	0.6548581696829675	0.42600436400975483	0.7242972660762419	0.4476960595558978	0.6806571685277885	0.7242972660762419	0.74791426004364	0.6417661404184315	0.597355923501476	0.6167372609421128	0.6429213194711847	0.6744962135797715	0.5937620331151329	0.6928507251957386	0.7242972660762419
0.731998459761263	0.6056988833269157	0.6190476190476191	0.4560390193813374	0.6103195995379284	0.44538570145039147	0.5668078552175587	0.5213708124759338	0.4607880888204338	0.4052111410601976	0.5931224489795918	0.8900632653061225	0.2880938775510204	0.8946653061224488	0.3418244897959184	0.8986489795918368	0.8852102040816326	0.8925061224489796	0.9416367346938775	0.8940367346938775	0.5893980233602876	0.3934026440764985	0.7484276729559748	0.41663457835964574	0.5988961622384803	0.7484276729559748	0.6924656655114876	0.6748812732640226	0.5729688101655757	0.6682069054036709	0.590424849184957	0.6549865229110512	0.632524707996406	0.651007572840457	0.7484276729559748
0.6358618919265819	0.525734822230779	0.6520343986651265	0.514311384931331	0.6611474778590682	0.5223976383006033	0.5411372096008215	0.5850340136054422	0.5011551790527531	0.46361185983827496	0.49567755102040817	0.8551591836734693	0.2722122448979592	0.8774693877551021	0.34476326530612245	0.8664938775510203	0.8718408163265307	0.8619346938775511	0.9368734693877551	0.8634693877551022	0.626877165960724	0.43370555769477603	0.6945193171608266	0.45847773071492753	0.6121165447311	0.6945193171608266	0.681683994352458	0.6756513926325247	0.6551148761391349	0.7255807983570787	0.638685662944423	0.627262225644975	0.57938647156976	0.6872031831600565	0.6945193171608266
0.6132717237838532	0.5175202156334232	0.5671929149018098	0.4799127198049031	0.5529457065845207	0.4629700936978565	0.5661660890771403	0.5371582595302271	0.49878064433320496	0.4637402130663586	0.5156693877551021	0.8693142857142857	0.2374938775510204	0.8899510204081633	0.27561632653061224	0.8990367346938775	0.8755673469387756	0.8921142857142856	0.9466081632653062	0.9043836734693877	0.6267488127326403	0.42767295597484273	0.6702605570530099	0.46001796945193163	0.6506225131562059	0.6702605570530099	0.7242972660762419	0.6110897189064306	0.6098061866255936	0.6768065716852778	0.5912591451675009	0.6787318701065331	0.6044153510460788	0.6490822744192016	0.6702605570530099
0.625593633679887	0.5385701450391477	0.6726992683865999	0.5003208830702092	0.6829675266332949	0.4905660377358491	0.5451161596714157	0.5553844179181106	0.5182903350019252	0.4369143883968682	0.5407795918367347	0.868669387755102	0.30636122448979597	0.8827428571428572	0.3632367346938775	0.8777183673469388	0.8632244897959184	0.8721877551020408	0.9318857142857143	0.8668285714285714	0.6232832755743806	0.4117571556924657	0.6766782184571941	0.44358875625721994	0.6519060454370428	0.6766782184571941	0.6546014632268001	0.7137723013733795	0.5505069952509305	0.6495956873315364	0.658708766525478	0.6574252342446412	0.6017199332563213	0.7289179822872545	0.6766782184571941
0.6743678603516877	0.6159671415736105	0.6748812732640227	0.5682197407264793	0.677191631369529	0.5524322936721858	0.6530612244897959	0.6181491464510332	0.5524322936721858	0.4734950584007187	0.532	0.8682775510204082	0.28632244897959186	0.8863795918367348	0.3422081632653061	0.8979714285714286	0.8749755102040818	0.8925673469387755	0.9303836734693877	0.9003102040816325	0.7201899627775638	0.4220254139391605	0.7535618020793223	0.5085354896675651	0.6467719163136952	0.7535618020793223	0.7712745475548709	0.7147991271980491	0.6227698626620459	0.721730201514568	0.6504941599281222	0.6823257604928763	0.5791297651135926	0.725452445128995	0.7535618020793223
0.5801565909382621	0.5566679501989474	0.5935053266589655	0.5502502887947632	0.607624181748171	0.5028879476318829	0.5593633679887048	0.5798998844820947	0.5998588114491079	0.4700295212424593	0.48619999999999997	0.8734367346938775	0.25026122448979593	0.8964448979591837	0.31878367346938774	0.8930938775510204	0.8507183673469388	0.8887632653061225	0.942004081632653	0.9017142857142859	0.634193299961494	0.462328327557438	0.6300859966628161	0.5258631754588627	0.5813117699910153	0.6300859966628161	0.6328455910666153	0.6198177384161212	0.5849056603773586	0.6439481452958542	0.6257219869079708	0.5936336798870492	0.5578231292517006	0.6304710563470671	0.6300859966628161
0.6888717751251443	0.5748941085868309	0.6485688615068669	0.5153382107560005	0.6359902451546657	0.499165704017456	0.5745090489025799	0.5609036067257092	0.5202156334231806	0.4560390193813374	0.536577551020408	0.864204081632653	0.28593469387755105	0.8731673469387755	0.3469265306122449	0.8759632653061222	0.8529183673469388	0.8735306122448979	0.9386326530612245	0.8824530612244897	0.6212296239250418	0.4208702348864074	0.6999101527403414	0.4435887562572199	0.627647285329226	0.6999101527403414	0.7081247593376974	0.7028622769862662	0.6486972147349506	0.7059427544602747	0.594082916185342	0.6546014632268002	0.5959440379925556	0.7085098190219483	0.6999101527403414
