top RBM	diffRBM	top RBM (lin)	diffRBM (lin)	top PWM	diffPWM	Normal RBM	PWM	RBMback	PWMback	top RBM_R	diffRBM_R	top RBM (lin)_R	diffRBM (lin)_R	top PWM_R	diffPWM_R	Normal RBM_R	PWM_R	RBMback_R	PWMback_R	top RBM (negatives)	diffRBM (negatives)	difference of top RBM	diffRBM (negatives,lin)	top RBM (negatives,lin)	difference of top RBM (lin)	difference of normal RBM	Normal RBM + V	diffRBM + V	Top RBM + V	Calis method	top PWM (negatives)	diffPWM (negatives)	Difference of PWM	difference of diffRBM
0.613785136696188	0.463996919522526	0.5891413169041201	0.36798870491592867	0.5727121037094083	0.3717109485303556	0.44269028366063407	0.44423052239763827	0.36388140161725063	0.34822230779104096	0.4796326530612245	0.8372816326530612	0.21543673469387759	0.8324857142857142	0.29069387755102044	0.8344530612244897	0.8138979591836735	0.8295061224489796	0.8685387755102041	0.861195918367347	0.5970992170453086	0.33115132845591067	0.6556282890514697	0.34334488512386085	0.603901938133744	0.6556282890514697	0.6191759722757026	0.6308561160313182	0.6030034655371582	0.6389423694005905	0.6578744705429342	0.6222564497497113	0.6869464767038892	0.628930817610063	0.6556282890514697
0.6490822744192016	0.5991528686946477	0.6155820818893595	0.58426389423694	0.6250802207675523	0.5333076626877166	0.5539725324091901	0.592863560518547	0.560903606725709	0.4878706199460916	0.5171959183673469	0.8927428571428572	0.23555102040816328	0.9070081632653062	0.3219714285714286	0.9014979591836735	0.8648816326530612	0.9007142857142856	0.9485510204081633	0.9142693877551021	0.5677063278141444	0.4872288538056732	0.6856629444230522	0.5304838916698754	0.574894108586831	0.6856629444230522	0.6451033243486074	0.6080092414324221	0.6272622256449749	0.6202027981003722	0.5868309587986138	0.592478500834296	0.5519188807598511	0.6411243742780129	0.6856629444230522
0.668591965087922	0.5575664227955331	0.710691823899371	0.484020023103581	0.6913104864587344	0.3945578231292517	0.5625721986907971	0.47169811320754707	0.4401232190989603	0.32447696059555897	0.559608163265306	0.8694653061224489	0.2761551020408163	0.8837714285714284	0.37424897959183673	0.8608122448979592	0.8394734693877551	0.856665306122449	0.9057999999999998	0.8568571428571429	0.5988319856244384	0.38351944551405465	0.7040174560390193	0.4328070850981902	0.5435759209344115	0.7040174560390193	0.7029906302143499	0.6526761648055449	0.6365036580670004	0.6967013220382491	0.5295854190732897	0.5644974971120523	0.7056860480041073	0.7051726350917725	0.7040174560390193
0.6696187909125915	0.5729688101655757	0.592478500834296	0.4999358233859582	0.5979976896418945	0.5021178282633808	0.5424207418816583	0.5623154922346297	0.5095623154922346	0.44949300474906945	0.5432367346938776	0.8869877551020408	0.16262040816326528	0.8861061224489796	0.2703020408163265	0.9034408163265306	0.850930612244898	0.9028693877551022	0.9381183673469388	0.9282204081632651	0.6136567834681043	0.41753305095623156	0.6904120138621486	0.4556539596970864	0.5976126299576434	0.6904120138621486	0.6601206520343987	0.6542164035425491	0.6348350661019124	0.7086381722500321	0.6062122962392504	0.6320112950840713	0.5972275702733923	0.6445899114362726	0.6904120138621486
0.6986266204595045	0.5739956359902452	0.6107046592221794	0.5125144397381594	0.610062893081761	0.5258631754588627	0.5938903863432164	0.5841355410088565	0.5216275189321011	0.46759080990886914	0.5824979591836734	0.8781387755102041	0.22229795918367348	0.8699102040816326	0.320534693877551	0.8764734693877549	0.8555183673469388	0.8752938775510204	0.9166448979591837	0.8952081632653062	0.6190476190476191	0.4410216916955461	0.7262225644974971	0.4548838403285843	0.6606340649467334	0.7262225644974971	0.6884867154408933	0.6970863817225003	0.6091644204851752	0.6578102939288922	0.6429213194711847	0.6461301501732768	0.5878577846232833	0.6890001283532281	0.7262225644974971
0.70786805288153	0.5879861378513669	0.5995379283788987	0.4529585419073289	0.6103195995379284	0.44538570145039147	0.5811834167629315	0.5272750609677833	0.45539725324091895	0.4052111410601976	0.5951020408163266	0.892665306122449	0.25219183673469386	0.8962897959183673	0.3418244897959184	0.8986489795918368	0.8774489795918368	0.8953918367346939	0.9286285714285714	0.8940367346938775	0.6688486715440893	0.3588756257219869	0.7520215633423181	0.4113720960082146	0.609292773713259	0.7520215633423181	0.7263509177255808	0.6723142087023488	0.6421512001026826	0.6925940187395713	0.590424849184957	0.6569118213323065	0.6453600308047748	0.6688486715440893	0.7520215633423181
0.6701322038249262	0.5623154922346296	0.6436914388396867	0.5130278526504941	0.6611474778590682	0.5223976383006033	0.5603901938133743	0.582595302271852	0.4871005005775895	0.46361185983827496	0.5044163265306123	0.8802530612244898	0.2392	0.8778897959183672	0.34476326530612245	0.8664938775510203	0.8619714285714286	0.8638857142857143	0.9145183673469388	0.8634693877551022	0.6187909125914517	0.41368245411372095	0.7225003208830703	0.4571941984340906	0.6157104351174432	0.7225003208830703	0.7070979335130279	0.6384289564882557	0.633423180592992	0.682839173405211	0.638685662944423	0.6338082402772429	0.583878834552689	0.7000385059684251	0.7225003208830703
0.5878577846232832	0.5159799768964191	0.5828520087280195	0.4862020279810037	0.5529457065845207	0.4629700936978565	0.5556411243742779	0.5429341547939931	0.5050699525093056	0.4637402130663586	0.5073102040816326	0.8574938775510205	0.2168734693877551	0.892261224489796	0.27561632653061224	0.8990367346938775	0.8769020408163265	0.8958489795918367	0.9344326530612245	0.9043836734693877	0.6288024643819793	0.4198434090617379	0.6463868566294443	0.4651520985752791	0.6209729174688744	0.6463868566294443	0.7272493903221666	0.6964446155820818	0.6540880503144655	0.6938775510204082	0.5912591451675009	0.6528045180336286	0.6014632268001541	0.6526761648055449	0.6463868566294442
0.6388140161725068	0.5386984982672314	0.6372737774355025	0.49955076370170715	0.6829675266332949	0.4905660377358491	0.542164035425491	0.5480682839173404	0.461558208188936	0.4369143883968682	0.5228938775510203	0.8637510204081632	0.2619551020408163	0.8823673469387755	0.3632367346938775	0.8777183673469388	0.8643591836734693	0.8739918367346938	0.9115795918367345	0.8668285714285714	0.6184058529072006	0.4057245539725324	0.6875882428443076	0.44846617892439994	0.6384289564882557	0.6875882428443076	0.6884867154408933	0.6430496726992684	0.6284174046977282	0.6742395071236041	0.658708766525478	0.6290591708381466	0.5954306250802208	0.6898986009498139	0.6875882428443076
0.7178796046720575	0.6511359260685406	0.6436914388396868	0.5592350147606212	0.677191631369529	0.5524322936721858	0.6413810807341804	0.614940315748941	0.5184186882300089	0.4734950584007187	0.5603653061224488	0.8864285714285713	0.25013469387755105	0.8873469387755101	0.3422081632653061	0.8979714285714286	0.8867877551020408	0.8974979591836735	0.9127224489795919	0.9003102040816325	0.6959312026697472	0.4374278013092029	0.782312925170068	0.5087921961237325	0.6335515338210755	0.782312925170068	0.7715312540110384	0.7051726350917725	0.6429213194711847	0.7457322551662174	0.6504941599281222	0.6625593633679887	0.5818251829033501	0.725837504813246	0.782312925170068
